"","photo_id","business_id","caption","label","length","stars","len_word"
"6548","GiSOn-7N-IoJc6nVDhS09w","tf8Ge1hPe-zGZIHI2Cgvyg","rib char","food",19,4,2
"6549","GiigpYx8cG2l0rG2OCkmig","jc3p5SFyt9qrrMXt6E13ig","ice cream","food",10,3.5,2
"6550","Gijsn3IAI_P0oVSahtfvFw","Qqm3yVcqTbC1IOKu0TG2nQ","chicken","food",23,3.5,1
"6551","GityQ5CHwRvSUC36LtnJIA","tCYAxj5_pV4RnDpe3_5VpA","hamachi salmon","food",121,4,2
"6552","GiyffhSb7IsR4ikuEMPCAQ","4vm2W7J_ztH0vcX4bKfuXw","carne asada fry taco","food",92,4.5,4
"6553","GjNTvZxruZqnP52ae98e_Q","_YUcCnJXjUgkS9fSnNi0Ow","tea snow cream","food",29,4,3
"6554","GjP30YGKMgCDRi5Ds3hWzA","I-SRnzhQb0WU-2HrZ8u3qA","chicken panini","food",14,4,2
"6555","GjTgBi6EJjK5zm8L7EjKkw","htVvtLIFftBLqzRISjReDw","chicken taco","food",18,3,2
"6556","GjWX3joW-CuycwR8Hb2k5A","3SozmlI5K7xapJBE41Ah1g","chicken","food",18,4.5,1
"6557","Gjl9x_lH4AcBZTpCSHennQ","EnCIojgP5KTr1leaysFE3A","deliciou sweet cooked candy","food",93,4.5,4
"6558","GjrmlJ61Mco-xlDCUM46Lw","BskUTTscZ1XGa9ev7TlfeQ","lamb burger","food",11,4,2
"6559","GkNFN7Mr9eFLZ_JrVyEMGQ","GQNkJWhFyIw9J6WGytCARw","bread baked fresh","food",42,4.5,3
"6560","GkR4Uh5nqW7xRwHdK2xsqg","LHyj66waFlDcw9UToo27JQ","crab trifectum lime","food",88,4,3
"6561","GkgtMm5WaVIHbPAHi2yOGQ","IhM1UBvAMM5Fia4f_v1wdQ","chicken mole","food",12,4.5,2
"6562","Gkh5OA87FrHWO14y0vPppA","Iz_SYYhg-fQDQcVgkX9Zxg","shrimp spicy sauce","food",44,4,3
"6563","Gki0dH5Woq0rLAMVdqVyjg","jca2NWkvTI3cuqT6P486Hg","thanksgiving beef brisket sweet potato bbq bean","food",82,3.5,7
"6564","GkvdWF0LjNukqurxPFVSDA","B4uCwftCK0GMXvYYwr0lUw","shrimp pad thai","food",15,3.5,3
"6565","GkxcmuZoESPo0ZaXE_zWjw","GJ_bXUPv672YwNg4TneJog","chicken","food",15,3.5,1
"6566","Gkz5Jl8PJU3VFwlLQOf4Cg","IJGrBQyYpCBkbZx65H5J5g","verde shrimp taco plate","food",23,4,4
"6567","GlHjDokGEQOYkzn-mleGgw","Q4pg6LcRCYMlml-5jg4Z5Q","burratum salad","food",13,4,2
"6568","GlV5AAGXeFCoGNG7wDBslw","9i7Gz3xaa-gwh1Fi3q1_kA","sea fresh","food",65,3.5,2
"6569","GlW_G2lKKDOdRRI30k9QRg","or4UVDjXEEjze3wNPjoAZA","chocolate souffle","food",43,4,2
"6570","GlXCPHFXzFfZtdu6SWIjoA","y3RlbCN0UrDdLnjSF9NkXA","sizzling fajita mixed chicken beef","food",48,3.5,5
"6571","Gl_VD7oKiU2JJ0GmyaM2-w","38LootZ9dawR1KpVHCNLeA","corned beef","food",11,4.5,2
"6572","GljMSiIhMMd347LPkgbPBg","YJ8ljUhLsz6CtT_2ORNFmg","cheese","food",29,3.5,1
"6573","Gm0Ga5QmM05JKWLg-m4U9w","nizlIF4pl2_6zZkFITBApA","hot chocolate","food",13,4.5,2
"6574","Gm8aelmkB2YLWj04DdA9Zg","cPmThZ7Ugpd8eJnIObOy0Q","chicken","food",16,3.5,1
"6575","GmDpKO69RB4mZK2CQlmu7w","EvE23d1PSbfGWe7EA5HRBQ","chicken garlic noodle","food",30,4.5,3
"6576","GmW9QdOyu9XxA9XIckYLKg","UNI1agsPX2k3eJSJVB91nw","deliciou food","food",27,4,2
"6577","GmZ04FOP2IqotNvKQ86HSA","cPEo3-TmIqCwHLFGKZgwGg","pan fried beef bun love crispy wrap meat","food",125,4,8
"6578","GmdeH_rxnc3U3S-mMDvcgA","2_8_ipfxCRtpXesLdBCqig","garden cake","food",15,4.5,2
"6579","GmdhWPkhIS0RmPEXLriXdw","dPcrrINXaDFtfQD43-hVig","roll homemade sweet sour sauce","food",60,3.5,5
"6580","Gmfk_tFofYfntuU5vfRSxQ","F56TiSa71Tk4PIQ0HN8oag","caprese salad","food",39,3.5,2
"6581","GnAelPy2onzDBu6ndqeJag","J1MVP1oGbBnKVqriX4HDuQ","banana chocolate hazlenut crepe breakfast","food",41,3,5
"6582","GnCQVwmNpFbf2Mde0LFzFA","BWm-6W3k2cTYWW6Fs5MNtA","large chicken rice pea","food",54,3.5,4
"6583","GnaG9_ji9A5HjNkHiCuARw","7T3WU-Up01pgCeygbc_K-A","spicy flavour soup lamb","food",48,3,4
"6584","Gnwqk3i-DptHPDdzrQ8RsQ","U0UnBjz9DugW2qRZputKBg","cake baklava passion fruit almond macaron","food",55,4,6
"6585","Go5unK4xEtF8ewwnvH6LPw","Jt28TYWanzKrJYYr0Tf1MQ","fish taco","food",24,3.5,2
"6586","GoCh71gU0keX4p8EOV9uaA","7d7pZlKji6NozhHP1SrVqw","organic steak pulled chicken sandwich wrap","food",70,4.5,6
"6587","GoF9ealkoZx_xnLCuX8dew","0oyuTuYwr6-nbz7F7CuuTQ","pork chop","food",9,4,2
"6588","GoH-yzvULtZvzthTMP1flA","sqRX-XLlhx4rs2c1TpBf8A","pork belly yakitori","food",19,4.5,3
"6589","GocJIdHzzYxPc-O9eCUSxg","riFzCvp77DMKDX-5GoTpqA","cheesy cheddar double cajun fry","food",47,3.5,5
"6590","Gok8Ep1FTZeuMWUBNl4-iw","8V9fqL5fSpwGO2WmylVSHg","appetizer noodle","food",19,3.5,2
"6591","Gp0HUPM5m47MUj8X9WszBg","CO8MpD1bSkBPArXKBKkIfA","classic blend cheddar cheese cream macaroni","food",69,3.5,6
"6592","GpEwGvjFz43c_phkFjskYg","0q_BHpxbikVtPRRLRu-U0g","pan seared boat scallop potato","food",68,4.5,5
"6593","GpXcInLsrxlnlYwRqLWWtw","oh-aOlWk7zIPFmxmFMoRdg","spicy chicken meal","food",27,2,3
"6594","GpgOdNW6WSumTFJbNPOz6w","-o0NsIlI4n-qaGThHzJ0Dw","chicken plate","food",25,3.5,2
"6595","GpmX2t3xoQOK6BULwzMGdw","boIILzBqhjWhq4G0BsB5_A","salmon calamari steak","food",21,4,3
"6596","Gpn96mIEKWij0-9Arfg49g","1-L3RfFTq4tA0kl73K1l0g","salad","food",15,4,1
"6597","Gpp6h7Xj81iToXepYQ9o0A","SzlzAjBwFcdbOwRPjNxaxw","deliciou lamb came piece mashed pesto","food",82,4.5,6
"6598","GptB8_bvxOhPBRxw6wDUBQ","DVJkxZkLKS76Khb2y6XA6A","breakfast sandwich","food",21,4,2
"6599","Gpv3SRYnJDg1hvdyKnDxhw","ODlST50VSMzUMd0kmDpQgw","salmon","food",15,3.5,1
"6600","GqQe82bqad47ye-x9WezqA","eD-XLSo-j8uIoTnIlrG8YA","pan fried juicy pork bun","food",25,4,5
"6601","GqT0MKCGpZv01djas6rVGw","JPfi__QJAaRzmfh5aOyFEw","yummy noodle","food",24,4.5,2
"6602","GqxcnpMFfP1Nv7CCNTPLWg","e6d50rwRTU-fONeSBJmOHQ","mole short rib","food",23,4,3
"6603","GrLKkY5rvHle_smKEEID2A","OA1o0ixPWw-maEq2CF1Qag","bean salad","food",22,4,2
"6604","GsKbiNLSfYogcncmWrFomQ","-_hk47bgWLbX0SfvBUkoPQ","baked potato yam","food",29,3.5,3
"6605","GsQQUMtATRPaK94VOHJKVQ","3uIXuw878fNjxZ2Li1diFg","poutine black bean quesadilla combo bacon cheeseburger","food",139,4,7
"6606","Gsu8S0kVB_7SUGmPKAqnJg","7bSE9GOvftLyvwvyz9XJoA","chicken salad","food",22,2.5,2
"6607","GtC2xtY0O-l0QmAj7_qT7g","_HqZV2Y9VGPNFbSMNs84bQ","sweet deliciou meat","food",46,4,3
"6608","GtRMEd1StyruEpwof9hfnw","aJR1iUWwNVBM692gq7adBA","hot sour soup","food",17,3.5,3
"6609","GtT4CMFNRQbWw4ipSBcF1A","IMLrj2klosTFvPRLv56cng","cheese","food",12,4,1
"6610","GtU3q0bbEideGWBo1Bz7eg","HmGFMFsrwu7UhzGjtog9NQ","belgian chocolate pancake","food",26,2,3
"6611","GtZ0f7eDbaqU5NUF37Z77A","A4zLP5AyKEEHQr_dWEZKig","lamb kabob sausage garlic shrimp","food",43,4.5,5
"6612","Gt_oUISvhvvtMTngmW1A1Q","cUpdeZJawIwOl6G21z7CzA","pizza","food",10,3.5,1
"6613","GtworiN5nToBJT7LUzgn_w","l3jXlEDlVfKj_ECpU7tobA","short rib biscuit","food",31,3.5,3
"6614","GuBsiWUmhBr4Lvt0GMpQIQ","qnFdBp12seAxwe2_iHM2bA","wine poached duck egg salad","food",43,4,5
"6615","GuCh7_QbgJty-UwhQ_MvNQ","I6EDDi4-Eq_XlFghcDCUhw","stone crab","food",30,4.5,2
"6616","GuKJbpc72V4Pa5pX_NIXYg","hQ66PZ605HFoaHW0dZAmYQ","waffle deliciou","food",29,4.5,2
"6617","GuOWh3gaNR0vh0E1uIhiRw","OIdOJaNS8M624F58XGV3PQ","prosciutto pizza caprese salad","food",33,4,4
"6618","GuVCC_B3slIJTY2sMEyNNw","nxz2oOD3sryU5evFAYmmLQ","grilled chicken mashed slaw","food",45,4,4
"6619","GuVaV_SVZq29OBs0TwRKog","fThrN4tfupIGetkrz18JOg","special watermelon fetum","food",54,4,3
"6620","GuczONDYtGez10pwBhJzzg","65eDIQ8bpMJFtgdyX7ulVA","steak lamb souvlaki rice greek salad","food",70,4.5,6
"6621","GukfJwcJXBBo64Eso1uPCA","IJx1rrQPU5vNxCgV3f4MYA","bacon egg","food",12,4.5,2
"6622","Gul14DJwB3yVtRRD6wgNzQ","a4L-Fy0agN3RNM7O49bIHA","guacamole fresh chip","food",23,4.5,3
"6623","GuqXWhc2WynRH_FUGPNwAg","BmPyJ8qbussUhCu4TxiKHg","bbq rib","food",18,4,2
"6624","GuqilTAJ-FUtbnohLlxnqA","x6n14NifL1K1-kimB83GVA","poke bowl","food",24,4.5,2
"6625","GvMS8s7WBlz9LJdQOd921w","vLkKorA1gPS97Zj0_WKA0Q","lobster lime mushroom carrot stew sweet wine tea butter","food",118,4.5,9
"6626","Gvhxz7Jp-9bOU2mwplVd0A","kmOeRAvOL1oR6Z-4Ggdx6w","rib","food",9,4,1
"6627","Gvjfo2dI8I41C7wGBC7UZg","M4RwZL5bTBTwwbVcoaDbtw","brussel shrimp","food",14,4.5,2
"6628","GvzhJhj8kQ8WHBiudpVlWw","3VlpKnVSTb0gPWq-IYnTmw","burnt pizza crust pulled","food",135,4,4
"6629","GwBxXxDI504irX46bmHJXQ","xqbvqZHNyj2qExHdizzd0w","garlic rice","food",19,3.5,2
"6630","GwgztOibwweLbrqRGFDcgQ","R_ZlcX46pPdjhjmfd043LA","steak large","food",63,4,2
"6631","GwtAQLeb14mQFI7BZ_yfhQ","Md6NWl54ny8hA-NVaYZuew","house carrot cake","food",22,3.5,3
"6632","GxLgnWKe4HeBC0uQh4jPbQ","irwDkp2eMP2x-4MfunRt8g","chocolate chip cannoli","food",22,3,3
"6633","GxUwn5jyF4BjAac30NDgSg","6f2imTsIysASgHh2t91OOQ","roll","food",16,4,1
"6634","GxaffYLwxRbOKvKQ4KKa0g","auufMM0imMP0w7soM52PHQ","breakfast","food",39,2,1
"6635","GxfS471SSTDFGUtPDPNNRg","bFaFb7wu7swOp5qD8lNMog","noodle","food",25,4.5,1
"6636","GxgY1b1h_Ih_0BBzl6i3WQ","DNPBrWcUJ1Nw1hob3mmntA","classic breakfast sandwich egg bacon cheese","food",50,4,6
"6637","Gy5k8MZmtbjq0-DFzu1WUw","7kmHtcImdFJrPejNNP4TMg","salad","food",6,4,1
"6638","GyBYSnNTqD7n62tu6N6MSw","18Kq9h53nYbmXAIoMtj6HA","burger","food",15,2.5,1
"6639","GyBg6NPSg_-c1mo5a-NSPA","ICdoTODBaprN0UReete9VQ","chocolate cake","food",22,4.5,2
"6640","GyZpZkPXoPLS7BFpwEc4VA","po0p6NIro0cDrmKkcyPy0w","toseeroll sushi sashimi roll japanese hawaiian poke","food",101,4.5,7
"6641","GygNUMK08ajHBV11UN8pQQ","9v9cMGBpUm_IzTuPfXXEOw","pork rice ice milk tea","food",30,2.5,5
"6642","Gyh0g6FaX4aG6bPT-t8CtA","k8vdpo7cRgg4CtRcxYEfrw","fried rice pork belly egg kimchi","food",51,4,6
"6643","Gyqsbk0pK1jYAJAyzoi6Mw","1CeWMRJwyFkQ-fc3MR1Dmg","hong kong lobster","food",17,3.5,3
"6644","Gz2JN5lUPItkJ2Kt7JaJhQ","A7h3Ry1XEwRHEZ-x2_U9lg","pick sashimi scallop fatty fish beef carpaccio","food",98,3.5,7
"6645","Gz75NkNndVnyk4FC5acwtQ","drYgdLcfKwFvB-EMiAVV5w","avocado garbanzo bowl","food",33,4,3
"6646","GzGi-hF3pKLc1beIGUSpYA","YaBUMvNzUUnZLgOPY_43gg","fry","food",20,3.5,1
"6647","GzJtMJSPXkYDOJ9ZILZbNg","BCE_A21lEUEeEU9sKCjLmA","acai tropical bowl","food",18,4,3
"6648","GzT0pzKsPqnk-Q-cjDpwfw","zRqi6L1u-YmmVAHjeUbGMQ","taco tuna","food",21,4.5,2
"6649","Gzw4uPkMpDoICCOKDyereQ","pzYqRsyspY-cy77cjdSWOg","sauce","food",6,3,1
"6650","H-7Qp0cATnkPwWkFJmUd0g","99j5vhhtFJIefXDLsmA29Q","pistachio chocolate chip cannoli","food",36,4.5,4
"6651","H-DvrQ-C3w0XI0ZQmRT5qw","dKdApYVFDSNYsNOso6NYlA","burger fry onion","food",34,3,3
"6652","H-EDnr1uO0VIak769He_kQ","k2b3niokS_tosjah_rzCPw","carrot cake","food",20,3.5,2
"6653","H-KWfmNOF-L60x2u0aVDpw","HPLB1Tr8ZB5UkD-2umKPdA","pork belly bao","food",14,4,3
"6654","H-O6kOAXAqt7F6PTEo0lqA","jsuUmIEefPjV__ads62Z5w","mashed potato infused red chile","food",38,4.5,5
"6655","H-XgNV76TmqIFrOWwrTy-g","cyzOijFJ82cae6qH6L8vuw","drunken noodle","food",25,4.5,2
"6656","H-ytSgQ85jN1G1KYSVkSYg","lAR6Lj6-zBxQNqflZt0zTQ","fresh bread mozzarella garlic","food",36,3,4
"6657","H09ouor2XUymLSOIkTY6fA","k6zmSLmYAquCpJGKNnTgSQ","fried chicken dinner","food",20,4,3
"6658","H0EJsYTWsLY5CcMT2pdpBg","9_HgBRUXUg_vKjTT-GSulA","chicken pork","food",20,4,2
"6659","H0MMZNTeD3G5EPB4bd9Xdw","Err-UlwpMFaCIQ4mAVxmzQ","truffle fry","food",13,4.5,2
"6660","H1-lZsC04fMyHhiMeC6T3A","AuIiqDeL65kczmiFSkAWrA","cheese ravioli","food",19,3.5,2
"6661","H1G9ImDmLcqIS4ku5XYFWg","OETh78qcgDltvHULowwhJg","spinach parmesan cheese","food",28,4,3
"6662","H1kcrrRZEgMPfKgpiqcHow","FUmy99Q3EZByy2GcCJlxyg","pork salad","food",15,4,2
"6663","H1l-RkXk_bSQHvOUkWu4CA","RixnVQV24bc3p92mSntaVA","ice cream taco","food",15,4,3
"6664","H1qSs2VSZ-GhPElC-VTRjg","CHW_DPKnTqudyRaDa4vwkg","artisan grilled chicken sandwich extra meal","food",60,2,6
"6665","H2-FU3enCVPuwE0u1koQ9g","fLdLjrLfwWJ-hh4Uwz2zKA","grilled ribeye","food",14,4.5,2
"6666","H2eg0j-gN5AJ-gY1csI-Gw","dQojkooHaWvyCor5qcAS6Q","beef pancake roll","food",18,3.5,3
"6667","H2elXMXwDiOKaDEY0-KpOQ","xyAbFNEIFSy_OKNptyzCmg","apple pie baked served house bourbon vanilla ice cream","food",86,3.5,9
"6668","H2u1lyvcwNR4Rprm2X5OxA","eoHdUeQDNgQ6WYEnP2aiRw","deliciou breakfast burger potato","food",73,3,4
"6669","H3BLzDte68XHF922r2HemQ","xjlMlnxWqMd3FGODA_z1NA","spicy tuna sushi","food",16,3.5,3
"6670","H3GGNoB9yTxwZDpzpLZugA","JN8s_dgw9nrSzkHnXxNOtg","fried chicken cheese","food",35,4.5,3
"6671","H3JSlEI3ydy2A8waJpq6vw","ajwGl90CuCZac3BKWY1ShQ","breakfast","food",39,2,1
"6672","H3bq1Ube3gi2s66R4LcQCA","SgoPKzmU5CjuD5ewuoJ7oQ","crispy egg roll","food",18,4.5,3
"6673","H3eu54Yx2x9wmctLRtKPZQ","_xAJZOKBMPOe47p1MphB2w","crab lobster dish","food",45,4,3
"6674","H3f64HzhOgjxkJ2_FqEVjw","y3EkxHO-qPODtzs_D6E7Rw","beef chow","food",13,4,2
"6675","H3pmTHsusSr5LRFwZUCwpQ","ALaBtHzn3ekGDJQoCoQgOg","sauce onion","food",29,4,2
"6676","H3ziCXOzQyBoNY3IJ2IoGQ","L16ly2UGc9j4qO3Id8Gx3A","spicy cajun fish","food",16,4.5,3
"6677","H4E7g9RE98YS_KxFxgtS_g","6Zogn4PXnK-ODBiRy5iz7Q","dark chocolate honey","food",24,4.5,3
"6678","H4MPHSM-Eh3A1tipBkvb9g","OtGSQQzV7uF8XPAsNIh7Bw","tuna salad","food",14,4,2
"6679","H4QiEnB8QVIbWdvp8zYhRw","xEH00X_VoRepWKXQrragmw","complimentary crunchy spicy","food",51,4,3
"6680","H4YrzhM5sIgJEkbLDuNt_Q","JyxHvtj-syke7m9rbza7mA","salmon meat","food",64,3.5,2
"6681","H4jFXFy-gNHOJvHL1CwoIg","JUhX-FMEqwojDlwHIS-9ng","salad","food",13,4.5,1
"6682","H4txmBHcZnv-HPPLjCSlfw","ppyUsjr_baAojLKyAAO1uw","fresh pastry sweet","food",34,4.5,3
"6683","H4vb-B1hdht2naWRLHVvqw","O_C-2kZMHGnq3ZDL_OaG6Q","fry truffle oil","food",51,3.5,3
"6684","H4wFQXbUupxF3kMq9e2G0A","yFUvKpW66cNsYXD6inDsog","calamari spicy","food",49,4.5,2
"6685","H53h6jawPJozIlXR4znW-Q","qu5COxaKxchFUZ6sh1wMDg","fried banana","food",17,3,2
"6686","H56g9-IiqYOscYJtPY-UgA","fL-b760btOaGa85OJ9ut3w","wing small sauce pepper fire","food",123,4.5,5
"6687","H57Td34HXzQsN3ynQfuZdg","XZbuPXdyA0ZtTu3AzqtQhg","fry love seasoning deliciou","food",80,4,4
"6688","H5AAd5Cw0fUVF_O2TKdpOA","lKYJ5TXFwvcfP_Gp73ZWzg","crab cake","food",10,4.5,2
"6689","H5GzETm2UVeCMsQxtP9U-g","SQZ7pssVk8esHqAHgAIAnA","chicken vega","food",35,4.5,2
"6690","H5Mzwm-xjKKK4uNO6RZPag","67BA6EqEmxO1MesgMd-o8w","cake","food",19,5,1
"6691","H5k7cnhX6AG0KqIsbmDYHg","P_1ojkLpCsM8cpuiKlZnAg","half cake caramel donut topping","food",65,4.5,5
"6692","H5khHPmR8pVvXnnlIDbEvA","w_Cw1-80276SAhHw2LJqFQ","wrap salad","food",37,3.5,2
"6693","H5qufpTLHV1wirKpS6cYaQ","q9_gLvTNf11etVxbH7JY0Q","crab scotium","food",47,4.5,2
"6694","H5t-ysZmZ61b8M2MUPK7xw","3uC7Lbc3RgUDTWQlBu4PqQ","cinnamon roll","food",13,4,2
"6695","H5uyNSjjtuIl1seof_6YRQ","R8MlQBl08OICEJOvwsw25g","shrimp ceviche","food",14,4.5,2
"6696","H6K7s6Wwxagvevy6uGDC_Q","MqYYYNA-ZYvV-1w5qcmMoA","ranch pork","food",23,3.5,2
"6697","H6Lev3ZUxWCyreg1NJallA","7sb2FYLS2sejZKxRYF9mtg","tempura shrimp appetizer","food",24,4.5,3
"6698","H6gTCVE3-6Vg3lxrKJ9n4w","8iVd6gMWKGGU9SL55B4vjg","chicken fajitum grilled rice bean","food",49,4.5,5
"6699","H6jjuI1yjeOKfLjPKbSeiw","VvvMc0CsPx8KPjm1BHt6Cw","endoedible cream chocolate frosting","food",73,4.5,4
"6700","H6s0LBVfmrX1dqDDO76CLg","AyEtowSGi9vx0-xFfrgjWw","complimentary bread","food",27,4,2
"6701","H71-s5L7dHB5dUCl_YyjIw","c5N-XCk-ntpyYRsYkwH7kA","style nacho cheese bacon tomato lime crema chive citru","food",139,4.5,9
"6702","H746ZoDw9W0BvPu3wARcWQ","SeMgnNW76ob86w0_h62iVQ","apple pie sour cream","food",25,3,4
"6703","H7I4CbHD_Wmj46XUuugwrw","fpADWrjAQwJJrBMBdBCvJg","chicken bacon ranch wrap caribbean bowl","food",94,2,6
"6704","H7ICWHqnmny3tSvMU5jYTw","rkH_CkTZBKOv2q0kAq5M_A","southern salad","food",14,4,2
"6705","H7KTvt0NngZNKmpPqumF9A","gjCmXkMNVE0JSk8puUwv6g","salmon quiche","food",22,4.5,2
"6706","H7Zpf0pyD3CZ9l1ZJ6MPnA","Cgv6synb6E6XFp0wAS8oTw","black truffle carbonara extra melted mozzarella cheese","food",72,3,7
"6707","H7fCrRcOOeMe54MMri142Q","Ec9CBmL3285XkeHaNp-bSQ","papaya salad shrimp pork roasted peanut deliciou flavor large","food",123,4,9
"6708","H7tu9IWVb-KqTgM6Gj97Qw","JpyHiBZtQel1b0OuvRz_pw","ice cream","food",24,3.5,2
"6709","H7vXgf3qXbsl_NBV9oZzbg","puJy3AfEZLNbRmr7WWHOLg","coffee ice mochi","food",27,4.5,3
"6710","H8-wFEDp8EcJmN5tG9I3Fg","h6Y1-KfN2XBkcrV85CS8yg","coconut chicken fry","food",42,3,3
"6711","H89PrOeltEJP-vzQxa8V0A","gpN0iUpDl7BN2IUwzB7oMQ","red dragon roll torched salmon","food",43,4,5
"6712","H8NQ73HjBjZ3loGeAI7UBw","5P7zzVhWvO8nXGPdy7xqhw","cake donut","food",10,4.5,2
"6713","H8Qph_J_UxATqxV2KRZ1tA","pH0BLkL4cbxKzu471VZnuA","lobster roll californium","food",49,4,3
"6714","H8_TLlZbNIUS_jTMopllVw","WETHRoXB2IbixndSlOktJA","pistachio cookie white chocolate sweet","food",70,4,5
"6715","H8gBc6giXZIyXGxsQBu7yg","_4qndNOqaB-dDIPCI2MkCg","snow ice dessert flavor scratch","food",75,4,5
"6716","H8tXoRWzOTdRp19QVzWSQQ","e6ls6aHFa75xKEZUQUu1QQ","pork small rice bowl","food",57,4,4
"6717","H8tY0p5zbuRtJS3djfrasQ","lq7dyDNXtg6O7oZLTnOIPQ","kimchi flavor hot soup","food",22,3.5,4
"6718","H94n5Hvu1y9ZRmFE69dLsQ","aO1gAp41n8w8zpxTiHdLNA","salmon cake red candied yam cheese cornbread","food",78,3.5,7
"6719","H9Jh7NcQebEctIwWuILb_g","eoHdUeQDNgQ6WYEnP2aiRw","steak sandwich","food",20,3,2
"6720","H9bQXey5ggdiLRVNSZ99iw","78XbdLi5e42XDxgnxuYacg","crab sushi roll","food",28,4.5,3
"6721","H9bU-VY1H_EAagCZPpSeEw","eS29S_06lvsDW04wVrIVxg","chicken mole","food",12,4,2
"6722","H9yq3KG9NX-zlFq3z_LhdA","jaqQNaCH-xtdr6uH0MFnWw","chicken adobo omelet special","food",39,4.5,4
"6723","HA2OAGQB5Xvxei9a9zLONg","AEoWScs-gYsXSUUmDbseFg","miso glazed salmon rice braised","food",62,3.5,5
"6724","HA9Ab-er0k4B7HJFl4xgRw","jScBTQtdAt-8RshaiBEHgw","miso pork belly burger","food",22,4.5,4
"6725","HAE6Nc8kgb0_gTDDrDN6Fg","QiwzFRF83ZaA3vaSnqTE_g","sour grape stuffed vanilla ice cream topped pretzel","food",93,4.5,8
"6726","HAib4SrIthJGctCOB9QQUA","7wHLFohwCw8l6WS-feLjeg","spicy grilled shrimp salad mole verde","food",67,4.5,6
"6727","HAknOZJ_DEY5uXM-Yu4d8g","i5XqKrdEFHvJpqAw3YKrag","burger","food",13,4,1
"6728","HAl2qXM8AUfZcGcOTmUpRA","WM33kyvA8XfiL8lk2I2vcA","quarter pounder cheese extra meal","food",55,1.5,5
"6729","HApImo8T5qToQH_gBHjS4g","6kq9oLduJAYkb2WjAb36KA","bbq pork","food",11,4.5,2
"6730","HAwrnnHJ1JXnQs5k3V1X2A","dM8Yp8StA1NdusK5Ta_j-g","flavor chocolate cake dipped caramel toasted coconut","food",98,4.5,7
"6731","HBNlg93liJ9OykY1ZKdr4w","bNqBMZ00lnhhfxzV8OhLfQ","parmesan honey garlic wing","food",31,4,4
"6732","HBPKpYCsFVdXCPfNA1wsPQ","s0vNtuLs1cwEqHTXKiS05w","red chocolate chip hazelnut strawberry","food",79,4,5
"6733","HBRWOt7vZVUfcq3aFkB9AQ","k6zmSLmYAquCpJGKNnTgSQ","fried chicken","food",14,4,2
"6734","HBVk9dSTRlHIS32NDQ15Mg","tsSJtuCbAGIYo01rUoygtw","vanilla custard tropical strawberry ice","food",62,4,5
"6735","HBc98KQ2nxSOvHPnpl_qlw","YlXLRk1EoltRbBQBLZCo-A","cheese cranberry","food",43,3.5,2
"6736","HBcbsoo9CD3L3GJ3pHUDSA","Er5XAY2UFGGqBHdqpeCFkA","lobster artichoke","food",21,4,2
"6737","HBqLSH20nW_m1BTHTm-rFw","8J0NuWmoFfSGe5LuaiMfpg","raman pork","food",15,4,2
"6738","HC0AvkLBD7zCKG60Z1QH3Q","H8qpFitIesth86zqR4cwYg","chocolate","food",21,4,1
"6739","HC1H1bNZP4TLSi2B6OiQqw","1HqUJ8TvBMWKfqHYWTyFNw","lotu roll","food",10,4,2
"6740","HC4CBQ4nnRdz7O4y8oWAoQ","dw2ST-AHUbu2xq0QNfngBA","halibut shrimp","food",31,3.5,2
"6741","HC9dx1fEbu2ix8UlGW83hw","3a7Qby_IX7sU7O6ZsQZeOQ","scrambled egg avocado","food",26,4,3
"6742","HCb2qttVI7HlKJmMpKVk1g","ZKsVCA89iXMccf3fEhS3iw","trifectum sauce hot","food",40,4,3
"6743","HCxuEklITYPx-MPT-SU8Fw","Cs8BaiKkyNU6mzxq9nTsmg","pork","food",17,3.5,1
"6744","HDO78YxM-DzZoMF3jRsdwQ","0V18KwdtfsdrIu9xyO4GLg","huge portion pad thai spicy noodle basil deliciou meal","food",140,4.5,9
"6745","HDRWlsRfNYo2t2vR-IZXnQ","StJX1EMWre9a6HI-tRbuhQ","fried chicken","food",13,3.5,2
"6746","HDTZnohMBDqJRn8btLwvxA","OETh78qcgDltvHULowwhJg","pork belly appetizer deliciou flavorful","food",60,4,5
"6747","HDmy-pvz_06OQVkSj9nosw","rH39kXAevsXeD-2HsmLj2g","cheese chicken blue shaving toasted","food",77,3.5,5
"6748","HDxnrhsu5n_UvoweftFLqg","pcG0vJiTtDcTb0y3pKFUZQ","chicken kabob","food",13,4,2
"6749","HECCgD4ShHOj9JmRacmeow","R_ZlcX46pPdjhjmfd043LA","white chocolate bread roll","food",26,4,4
"6750","HEH6EfDqn2vZAoz2Uhspmg","urkODQ1jX0qQzgbqsQjWVQ","bowl","food",5,4,1
"6751","HEYM8DcA3z8-kQSTJCyMyw","RhcWq78faX-jmmKwVE35ow","rib shack","food",17,3,2
"6752","HEZJN0kiC9rgzJzVovFEaQ","_F1_05YYlvePzomZ_NFijA","shrimp vegetable tempura roll set","food",50,3.5,5
"6753","HEdJIbNIDtOkpok8b574UQ","RrCgc8eAKbHu-2IpQXg6Rw","mexican roll","food",12,4.5,2
"6754","HEdXHERt7hi-tyDwBje38A","Ch3HkwQYv1YKw_FO06vBWA","street noodle","food",22,3.5,2
"6755","HEnDAgAkK_t0abSZ66BREA","C7X8VCpbBwTP2lFR354EIA","bowl","food",18,4.5,1
