photo_id,tienda_id,caption,label,length,stars,len_word
8_uDWD8gZaP13b1txU1Y_Q,,salmon roe nigiri,food,25.0,4.0,3.0
8UgDt9dk7_6Yz_CNDudu1Q,,shrimp crab omelette,food,24.0,4.5,3.0
8UgDt9dk7_6Yz_CNDudu1Q,,shrimp crab omelette,food,24.0,4.5,3.0
8uIHyK7V-AzL1702artTFw,,margaritum fresh deliciou,food,64.0,3.5,3.0
8uLUIP7MW920NGnNXUC-sQ,,garlic sea scallop deliciou,food,49.0,4.0,4.0
-8uoaU5WkX5AMDB9m2o_YQ,,chicken waffle,food,47.0,4.5,2.0
8uo-gPBF3nyLFi_g-3KSog,,roll shrimp tempura avocado japanese,food,61.0,3.0,5.0
8uo-gPBF3nyLFi_g-3KSog,,roll shrimp tempura avocado japanese,food,61.0,3.0,5.0
8uo-gPBF3nyLFi_g-3KSog,,roll shrimp tempura avocado japanese,food,61.0,3.0,5.0
8uPt-wWC6HTjksIgdOdN-A,,roll,food,67.0,4.5,1.0
8uwpqQdwbMCbp3dhAH_z0Q,,dessert,food,8.0,4.0,1.0
8v0ka5rm_5Zx2nfA6t0Zuw,,chocolate oreo pancake buttermilk cooked topped cream home,food,126.0,3.5,8.0
8v0ka5rm_5Zx2nfA6t0Zuw,,chocolate oreo pancake buttermilk cooked topped cream home,food,126.0,3.5,8.0
8V1iphZavpzx0Bzl8LM4JQ,,lobster shrimp fried rice,food,27.0,3.5,4.0
8V1iphZavpzx0Bzl8LM4JQ,,lobster shrimp fried rice,food,27.0,3.5,4.0
8V1iphZavpzx0Bzl8LM4JQ,,lobster shrimp fried rice,food,27.0,3.5,4.0
8v1oA_tuILqW6hWKcFrJtA,,berry crepe tea ice cream,food,44.0,5.0,5.0
8v2eNZ6gNHYJqoKVZVFvMQ,,cake,food,11.0,4.5,1.0
8v5p-Xl29hgi6ss8LarU1A,,steak provolone,food,48.0,4.0,2.0
8v7AyTryMvQD6s96PCDTEg,,hot sausage rice,food,48.0,4.0,3.0
8v7AyTryMvQD6s96PCDTEg,,hot sausage rice,food,48.0,4.0,3.0
8vBZ0fRfRx9UMYwiN3OOIA,,tuna tartare,food,12.0,4.5,2.0
8Vb-zjGvnpbXP_b-Au-PiA,,hot sour soup,food,46.0,3.5,3.0
8vHYVr438CIHRdAdyWK43w,,risotto rice roasted pumpkin double smoked bacon,food,70.0,3.5,7.0
8vHYVr438CIHRdAdyWK43w,,risotto rice roasted pumpkin double smoked bacon,food,70.0,3.5,7.0
8vHYVr438CIHRdAdyWK43w,,risotto rice roasted pumpkin double smoked bacon,food,70.0,3.5,7.0
8vIJXCRecHozfqdE6ab5Cg,,craftkitchen strawberry pop tart,food,51.0,4.0,4.0
8vjaHb2PnHbeUqyq2Utglg,,pizza,food,11.0,3.5,1.0
8VL5GTVUlSmbOKegGFTxEg,,grilled chicken breast cheese sandwich,food,42.0,3.5,5.0
8VL5GTVUlSmbOKegGFTxEg,,grilled chicken breast cheese sandwich,food,42.0,3.5,5.0
8VnpriRNuEQhSDGm-AtxCA,,big breakfast biscuit scrambled egg hot sausage hash brown,food,80.0,2.0,9.0
8VnpriRNuEQhSDGm-AtxCA,,big breakfast biscuit scrambled egg hot sausage hash brown,food,80.0,2.0,9.0
8VnpriRNuEQhSDGm-AtxCA,,big breakfast biscuit scrambled egg hot sausage hash brown,food,80.0,2.0,9.0
8VP44LQ4EU2vgkCzo05vVA,,prosciutto arugula bagel salad,food,37.0,4.0,4.0
8vvRY9NY44oflqW63o2Pcg,,cheese corn,food,11.0,4.5,2.0
8vx-7h9jCqqVUCrWbPXfHw,,crab salad sushi torched salmon food,food,68.0,2.0,6.0
8vx-7h9jCqqVUCrWbPXfHw,,crab salad sushi torched salmon food,food,68.0,2.0,6.0
8vx-7h9jCqqVUCrWbPXfHw,,crab salad sushi torched salmon food,food,68.0,2.0,6.0
8vx-7h9jCqqVUCrWbPXfHw,,crab salad sushi torched salmon food,food,68.0,2.0,6.0
8vY5OVA0h34IODRztzYdeA,,taco beef shredded chicken,food,41.0,4.5,4.0
8vY5OVA0h34IODRztzYdeA,,taco beef shredded chicken,food,41.0,4.5,4.0
8vZR3By2qo6IXFV60F5kJw,,steak chicken walnut,food,43.0,3.0,3.0
8W46T9zg6azn-uJK-ro05Q,,fresh pappardelle fennel sausage bolognese italian parsley,food,62.0,3.5,7.0
_8w7d7DiSJbOqaIsmp2NBg,,californium roll fresh,food,30.0,3.5,3.0
8W7x1TDai_32MyKD8tfqiA,,burger,food,17.0,3.0,1.0
8w8k3IOZJxVuhHFzRC0sug,,lentil soup,food,11.0,3.5,2.0
-8W8q9tGaw9YtjS420L4nw,,beef chili pepper,food,20.0,4.0,3.0
8WBxrurVDj7i4YUsP1ZY4A,,banana creme maple bacon,food,28.0,4.0,4.0
8WcG_omrIWyCDCujieuDtQ,,egg benedict blue crab,food,41.0,4.0,4.0
8WcG_omrIWyCDCujieuDtQ,,egg benedict blue crab,food,41.0,4.0,4.0
8WdqLYHQpnNCF1nUCR_6UQ,,mongolian beef,food,14.0,4.0,2.0
8wFCdsv34Gvoi0Z2kX33pw,,turkey chili white rice guacamole,food,48.0,5.0,5.0
8WfiaXe9bk_iKtxpE4pwKA,,garlic tofu deliciou veggie,food,75.0,4.0,4.0
8WFVjFpmkKsnaOfQqRFRCg,,omelette pizza,food,14.0,4.5,2.0
8wKCHlgZ_f8-r7Vjg8AOuQ,,little dessert treat layered cake mousse pastry cream berry,food,92.0,3.5,9.0
8wKCHlgZ_f8-r7Vjg8AOuQ,,little dessert treat layered cake mousse pastry cream berry,food,92.0,3.5,9.0
8wKCHlgZ_f8-r7Vjg8AOuQ,,little dessert treat layered cake mousse pastry cream berry,food,92.0,3.5,9.0
8WNwtHPMKZtvVTD5GzNw2Q,,dessert,food,7.0,3.5,1.0
8wnXft_FArHm-0ullWDstg,,salmon grilled glazed housemade bourbon brown sugar,food,115.0,3.5,7.0
8wpSkvuhhruS_becP5aGEA,,ribeye steak,food,12.0,4.5,2.0
8wVFfnMxMEqGzKnYHDziSg,,burger,food,16.0,2.5,1.0
8WxGzDMHHEI2p-heponvww,,fresh salad,food,12.0,2.5,2.0
8Xev3YlTxpV6nkUj2Omtfw,,bacon wrapped date,food,18.0,4.0,3.0
8xEYrUrs5Cc2Fx0--5__lg,,taco,food,10.0,3.5,1.0
8xQBmc6pQkc0adklgss1-A,,pork belly,food,16.0,4.5,2.0
8xT2ftcg-EJZeXO6K03h5w,,rice bean burrito cheese yummy,food,64.0,4.5,5.0
8xT2ftcg-EJZeXO6K03h5w,,rice bean burrito cheese yummy,food,64.0,4.5,5.0
-8xtcHtn04xONIR9_EFvkg,,strawberry vanilla crepe breakfast,food,36.0,2.0,4.0
-8xtcHtn04xONIR9_EFvkg,,strawberry vanilla crepe breakfast,food,36.0,2.0,4.0
8xV0z2fqjsOE_ZIPQOapCQ,,fresh salmon sashimi,food,44.0,4.0,3.0
8XZJxLP3RI0j_h8whNv35Q,,french toast deliciou,food,35.0,4.0,3.0
8XZJxLP3RI0j_h8whNv35Q,,french toast deliciou,food,35.0,4.0,3.0
8y1AZhCGcmxKR29svg0B6Q,,lotu wrapped pork egg rice,food,36.0,3.0,5.0
8y1AZhCGcmxKR29svg0B6Q,,lotu wrapped pork egg rice,food,36.0,3.0,5.0
8y1AZhCGcmxKR29svg0B6Q,,lotu wrapped pork egg rice,food,36.0,3.0,5.0
8Y2gkrGaKVFU2piTu6qTuw,,salmon sushi,food,12.0,4.0,2.0
8Y2gkrGaKVFU2piTu6qTuw,,salmon sushi,food,12.0,4.0,2.0
8Y2ynygx8LrXTiid3adtWw,,beef combo platter,food,35.0,4.5,3.0
8Y3LHQcSpXhOk0p3WoHY2Q,,salad,food,21.0,3.5,1.0
8y58pKdLD7MXPrjPGythFA,,salted chocolate chip cookie,food,28.0,4.0,4.0
8y6-F4dOiF3EU4jn0vFwLg,,chopped gorgonzola salad,food,25.0,4.0,3.0
8Y764hD2Fj6V2jwLk-HgNg,,chocolate ice,food,20.0,4.0,2.0
8yjJsMHtutipZ1TZxna7pA,,beef teriyaki bowl,food,25.0,4.5,3.0
8YPUMBix8ORJCP92mNlNcw,,sweet potato fry,food,18.0,4.0,3.0
8Z3nhHp_9uiePH5e-2o0JA,,tuna taco,food,9.0,4.0,2.0
8Z3nhHp_9uiePH5e-2o0JA,,tuna taco,food,9.0,4.0,2.0
-8ZBFf2scj8NJFZFGMqXeQ,,bbq serving,food,28.0,3.0,2.0
8zEYdL8mW6PQCaWDP_Jiag,,beef tenderloin,food,16.0,4.5,2.0
8ZGJioiTUnlyyaNL_JJTMQ,,dessert,food,18.0,4.0,1.0
8zI_o1RRAq8rcZbkuH6ZyA,,burger brie mushroom pickle,food,52.0,3.0,4.0
8zIsRf8E_uQsmVahW09Fhw,,cowboy bbq burger,food,17.0,2.5,3.0
8zIsRf8E_uQsmVahW09Fhw,,cowboy bbq burger,food,17.0,2.5,3.0
8zpvxqZEkdbrORzLwFTKfw,,beef,food,12.0,5.0,1.0
8Zpz2vHO9cxrm3c5IPAwig,,pulled pork sandwich,food,29.0,3.5,3.0
8Zpz2vHO9cxrm3c5IPAwig,,pulled pork sandwich,food,29.0,3.5,3.0
8zRm_ai5TJLFmIjnqZvEyQ,,salad deliciou dressing,food,72.0,3.5,3.0
8zRm_ai5TJLFmIjnqZvEyQ,,salad deliciou dressing,food,72.0,3.5,3.0
8Zv8BxKRadSy8xtlqHQ2xg,,serving breakfast,food,22.0,3.0,2.0
8zvvCr_foOGTOsOZ4peU4A,,salmon nigiri,food,13.0,4.0,2.0
90Dc8U-M_J7GHb7kkfFE4g,,chicken waffle sweet potato egg benedict,food,47.0,4.0,6.0
90Dc8U-M_J7GHb7kkfFE4g,,chicken waffle sweet potato egg benedict,food,47.0,4.0,6.0
90Dc8U-M_J7GHb7kkfFE4g,,chicken waffle sweet potato egg benedict,food,47.0,4.0,6.0
90J2fKECAm1xLC4Fxsb-lQ,,caribbean egg benedict,food,24.0,4.0,3.0
90k-ca8aa4-Sc_yOvNqSUQ,,egg benedict,food,13.0,4.0,2.0
90-VToEDI7Z4d8esWayPUQ,,pesto veggie pizza fetum,food,28.0,4.5,4.0
914s6amvyQga-Azoa6FHVg,,hot juicy crab leg,food,33.0,3.5,4.0
91chSLAyKwSV1ZgL1lnBIQ,,lentil salad,food,20.0,4.0,2.0
91CvP4v805YrJK-7ZqgptQ,,cranberry apple pecan chicken salad,food,35.0,3.0,5.0
91_D8PszC-OCIdG0VG0kKg,,sweet potato waffle fry big,food,60.0,4.0,5.0
91_D8PszC-OCIdG0VG0kKg,,sweet potato waffle fry big,food,60.0,4.0,5.0
91thPlcF5vplWGaSvGvRsg,,pad spicy pork thick,food,125.0,4.0,4.0
91W2Ti-bPSOLJOQoyrVGtg,,little waffle egg,food,30.0,4.0,3.0
91W2Ti-bPSOLJOQoyrVGtg,,little waffle egg,food,30.0,4.0,3.0
923MTV6WuQKppF75aYlZ1Q,,breakfast muffin,food,27.0,4.5,2.0
9266CRSnQgtbtO3zlxk_RQ,,sausage pulled chicken brisket,food,49.0,4.5,4.0
9286Ry52IKcPDTeq5KeN-g,,huge burger bun,food,57.0,4.0,3.0
92CK8Uc9tQC10Y1Fr-V9Rw,,rib steak roasted potato juicy,food,98.0,4.0,5.0
92CK8Uc9tQC10Y1Fr-V9Rw,,rib steak roasted potato juicy,food,98.0,4.0,5.0
92CK8Uc9tQC10Y1Fr-V9Rw,,rib steak roasted potato juicy,food,98.0,4.0,5.0
92CK8Uc9tQC10Y1Fr-V9Rw,,rib steak roasted potato juicy,food,98.0,4.0,5.0
92D-U9mfT_YoHYUOrEAeGQ,,crispy rice,food,11.0,4.0,2.0
92esuY9NJstAtbT8hq1BDg,,fried steak,food,19.0,4.5,2.0
92LeOnvj7_ul1O3odkbEXw,,purple potato matcha monster cookie chocolate chip,food,75.0,4.5,7.0
92LeOnvj7_ul1O3odkbEXw,,purple potato matcha monster cookie chocolate chip,food,75.0,4.5,7.0
92OAWQJX45RoaeYlIDNodg,,treat breakfast dessert served,food,69.0,4.5,4.0
92OAWQJX45RoaeYlIDNodg,,treat breakfast dessert served,food,69.0,4.5,4.0
92W7oAsUCHcJH0cojEyAbw,,purple potato classic chocolate chip peanut monster cookie,food,81.0,4.5,8.0
92W7oAsUCHcJH0cojEyAbw,,purple potato classic chocolate chip peanut monster cookie,food,81.0,4.5,8.0
-933qge_IUCNPlemsnmJyQ,,beef toro,food,22.0,4.0,2.0
93au634FZx3z4ZliIvBnsw,,ground beef,food,49.0,5.0,2.0
93capc7J1LaaRRQjZBO9bw,,half raspberry chicken salad bruschettum board,food,54.0,4.5,6.0
93eerBcqot_UtBSpJHGKiw,,super white tuna garlic topping,food,98.0,4.0,5.0
93k7yRZaAgyBq0rjzimCeA,,lotu roll,food,10.0,4.0,2.0
93Ol2iMelBfJ0mshxiA4Aw,,beef,food,13.0,2.5,1.0
93pXReJ7GMXS_lL-KPMuww,,banana chocolate hazlenut crepe breakfast,food,41.0,3.0,5.0
93pXReJ7GMXS_lL-KPMuww,,banana chocolate hazlenut crepe breakfast,food,41.0,3.0,5.0
93vp7xqvbv31eLpPVx4pVw,,burger fry,food,30.0,4.0,2.0
93ynJ5OxBYGdiDBgA9nvUw,,purple potato baked falafel,food,47.0,4.5,4.0
94Bp0g7r5nZz8FcmkaPSyA,,grilled rice angu beef chicken breast gyoza,food,80.0,4.0,7.0
94Bp0g7r5nZz8FcmkaPSyA,,grilled rice angu beef chicken breast gyoza,food,80.0,4.0,7.0
94oByw-mPcAKAuV0gfgMUw,,nacho burger mini,food,32.0,4.0,3.0
95dT-h8zddUunmDKA7xyLA,,turkey burger,food,18.0,3.5,2.0
95IraG13OEgcnnaujCmVVQ,,fish spicy chicken pork taco,food,42.0,3.5,5.0
95IraG13OEgcnnaujCmVVQ,,fish spicy chicken pork taco,food,42.0,3.5,5.0
95IraG13OEgcnnaujCmVVQ,,fish spicy chicken pork taco,food,42.0,3.5,5.0
95nex0CeAF6YrfMa7XtQEQ,,sausage trio spinach cheese deviled egg,food,51.0,3.5,6.0
95nex0CeAF6YrfMa7XtQEQ,,sausage trio spinach cheese deviled egg,food,51.0,3.5,6.0
95nex0CeAF6YrfMa7XtQEQ,,sausage trio spinach cheese deviled egg,food,51.0,3.5,6.0
95QUWEmfH4CEmxGMKabriw,,pulled pork,food,19.0,4.0,2.0
95Z9sEWQii2sbnssPJDI_Q,,salmon fire roll,food,16.0,4.0,3.0
95Z9sEWQii2sbnssPJDI_Q,,salmon fire roll,food,16.0,4.0,3.0
967rxxDf8_GPzEd7xvjhcw,,cheeseburger white american cheese pickle lettuce tomato onion,food,82.0,4.0,8.0
967rxxDf8_GPzEd7xvjhcw,,cheeseburger white american cheese pickle lettuce tomato onion,food,82.0,4.0,8.0
96A5gck2LBhNYE8zzZ6Q8g,,deliciou,food,20.0,5.0,1.0
96h-2MawrBHw0HDngUyZ1Q,,double char bacon cheese caramelized onion order,food,91.0,4.5,7.0
96h-2MawrBHw0HDngUyZ1Q,,double char bacon cheese caramelized onion order,food,91.0,4.5,7.0
973oIrXfk0QV5T674WW-yQ,,burger,food,15.0,3.5,1.0
974XP6VsaS5PFgjv44iRJg,,mozzarella tomato basil,food,25.0,4.0,3.0
977-0f9DSujS_bt9Uic89Q,,pork belly wing potato swirl bulgogi pimento corn cheese,food,92.0,4.0,9.0
977-0f9DSujS_bt9Uic89Q,,pork belly wing potato swirl bulgogi pimento corn cheese,food,92.0,4.0,9.0
977-0f9DSujS_bt9Uic89Q,,pork belly wing potato swirl bulgogi pimento corn cheese,food,92.0,4.0,9.0
97FXM2P-vc2oWDXaZigy-A,,goat cheese pizza,food,17.0,3.0,3.0
97FXM2P-vc2oWDXaZigy-A,,goat cheese pizza,food,17.0,3.0,3.0
97g_1uqp_gJCZahYnFOsJg,,sushi sashimi bento box,food,27.0,3.0,4.0
_97T_DIg3HEChhengtP91A,,pizza italian topping,food,56.0,4.0,3.0
97WRocDuMdNlag3vaXecOQ,,free bread sweet warm deliciou,food,42.0,4.0,5.0
97WRocDuMdNlag3vaXecOQ,,free bread sweet warm deliciou,food,42.0,4.0,5.0
981_ZIq1rO5ftdMNPCbTmQ,,waffle,food,18.0,4.0,1.0
98Af-ikgOU706lHNvJ48bQ,,lunch happy dinner dessert,food,77.0,4.0,4.0
98P7jvemI7_R9Jv6hfLKVg,,pepperoni pizza lunch special,food,41.0,4.0,4.0
98SleWo5aA_IfIZJK1d5Ng,,black cherry bbq pork tenderloin,food,42.0,3.5,5.0
98SleWo5aA_IfIZJK1d5Ng,,black cherry bbq pork tenderloin,food,42.0,3.5,5.0
98z27bISCkwTNL7Wzos0Nw,,skirt steak taco,food,17.0,4.0,3.0
98z27bISCkwTNL7Wzos0Nw,,skirt steak taco,food,17.0,4.0,3.0
991uAyw4FvXTBBvHD4gytQ,,big breakfast biscuit scrambled egg hot sausage hash brown,food,80.0,2.0,9.0
991uAyw4FvXTBBvHD4gytQ,,big breakfast biscuit scrambled egg hot sausage hash brown,food,80.0,2.0,9.0
991uAyw4FvXTBBvHD4gytQ,,big breakfast biscuit scrambled egg hot sausage hash brown,food,80.0,2.0,9.0
992FCqsXhjtKrOsayuh9MA,,fatty tuna,food,10.0,4.0,2.0
999n_dlzlRgelH3hSZfNxA,,beef,food,9.0,4.5,1.0
99BP2wznC8eTgfWZuANLyg,,baked fish,food,73.0,3.0,2.0
99f0zQhrTfa63Ah6mwqiJQ,,extra cheese,food,24.0,3.0,2.0
99qKkYjmUdnZIn8Et8jyJA,,double bacon cheeseburger,food,25.0,4.0,3.0
99WU_Hvuda0ZgCNQLhJ93Q,,burnt banana dessert cold cooked,food,62.0,4.5,5.0
99zLaeX8_rUyumX06d-K9w,,chilaquile scrambled egg,food,49.0,4.5,3.0
9A0piKPNpCWoQuZBbiL--g,,fried steak,food,19.0,4.0,2.0
9A2zriv8sNvnEdkbENs7mQ,,buttermilk crispy chicken sandwich extra meal,food,62.0,1.5,6.0
9ACc3U1YZLgMOlR985euug,,duck taco,food,10.0,4.0,2.0
9aD9BfnaQSkUiN5VRq4mnQ,,sushi tasty,food,33.0,3.5,2.0
9Ah2RKzxfDfaJfdIH07LPw,,chocolate ice cream,food,33.0,3.0,3.0
9Ah2RKzxfDfaJfdIH07LPw,,chocolate ice cream,food,33.0,3.0,3.0
9Ajij6rUAiBJJU-0kIFZZw,,seasonal cupcake cooky cream,food,97.0,4.0,4.0
9amMreV0_yzf-zPuoqWcQw,,braised pork,food,43.0,4.0,2.0
9Anu_DJxHVqzFhtmkqlOdw,,beef short rib,food,21.0,4.0,3.0
9Anu_DJxHVqzFhtmkqlOdw,,beef short rib,food,21.0,4.0,3.0
9apkSUl1kwZIT3dn-0WDUQ,,tiger roll,food,10.0,4.0,2.0
9aUfb0ob7hqTFr1mhFq3gw,,burger fry salad,food,20.0,3.5,3.0
9aUfb0ob7hqTFr1mhFq3gw,,burger fry salad,food,20.0,3.5,3.0
9bBnMs7-7EIUrNRBwmMINA,,sweet potato,food,21.0,3.0,2.0
9-bgxMZwqTwPgCofcuGSeg,,salad,food,5.0,3.5,1.0
9B-MvdGVkA_Yfdajvvs2_g,,bread butter,food,31.0,4.5,2.0
9bOz0PAQV-LPkO0c6QlmWQ,,deliciou creamy,food,33.0,2.5,2.0
9br_TwWe_Ly5NONGhGOoMg,,strawberry cake,food,15.0,4.0,2.0
9br_TwWe_Ly5NONGhGOoMg,,strawberry cake,food,15.0,4.0,2.0
9bu5zCGkMlruoDRhhvnUlA,,shrimp scampi,food,13.0,3.5,2.0
9Bv1JU1Iy1zsAAjPlYFXFA,,pork bone soup,food,14.0,3.0,3.0
9Bv1JU1Iy1zsAAjPlYFXFA,,pork bone soup,food,14.0,3.0,3.0
9Bw_4WS0IdWPWKiiMv5WpQ,,roll,food,11.0,3.5,1.0
9bWwUTiV0zQflDeKB8lc-A,,bbq mix,food,7.0,4.0,2.0
9BxlVQjSJrcBD_8rWdJ11Q,,raman crunch roll fried dumpling spicy chicken piece,food,131.0,4.5,8.0
9BznwczN7SpgBfE11szX9w,,boiled shrimp olive oil,food,35.0,4.5,4.0
9c1XxMeeSgJcE0ejEyv5Xg,,spider roll,food,11.0,4.5,2.0
9C2axurLR73RjD4IjfEPDg,,matcha ice cream topped fruity,food,58.0,4.5,5.0
9C6rhqIfWkABqXeJMsBwXg,,poke bowl hamachi salmon,food,32.0,4.0,4.0
9CAurXxMYnA1ElLvMp3DaQ,,enchilada style rice bean,food,44.0,4.0,4.0
9Cdvo17mdZ1B-gyqL6I8NQ,,strawberry milk ice,food,95.0,3.0,3.0
9cF2w-SGc6YqM2nFBJiu5Q,,extra sandwich,food,79.0,2.5,2.0
9CfdiCahuOiHpEW2Hbc8QQ,,rib salad,food,20.0,2.0,2.0
9CfdiCahuOiHpEW2Hbc8QQ,,rib salad,food,20.0,2.0,2.0
9c_I9TSLtLQx5kXX_fBUzQ,,soup red sausage japanese bbq,food,52.0,3.5,5.0
9c_I9TSLtLQx5kXX_fBUzQ,,soup red sausage japanese bbq,food,52.0,3.5,5.0
9c_I9TSLtLQx5kXX_fBUzQ,,soup red sausage japanese bbq,food,52.0,3.5,5.0
-9c_KO1l4NrF7LSr6J1EcQ,,deliciou,food,59.0,4.0,1.0
9cRha32QB22gbxGkrR0Wpg,,waffle chocolate,food,25.0,3.5,2.0
9cRha32QB22gbxGkrR0Wpg,,waffle chocolate,food,25.0,3.5,2.0
9crw0GUNrptqlVWhncz_RQ,,burger,food,12.0,3.0,1.0
9cvfD6UzBCXnIlmXxupXhA,,pizza burnt,food,81.0,4.0,2.0
9cvZDqzv2y1hR4wgPrjvGA,,roll,food,10.0,4.5,1.0
9cx7eMwDbhrx32KDXH-mDw,,avocado benedict,food,22.0,3.5,2.0
9cY8tzRb30ZHDm0cqSqrnA,,spicy basil ground pork egg,food,32.0,4.5,5.0
9cY8tzRb30ZHDm0cqSqrnA,,spicy basil ground pork egg,food,32.0,4.5,5.0
9D2Io4OkJzay1zv9zfnCrQ,,quarter pounder cheese extra meal,food,55.0,1.5,5.0
9d4AghjXiRup8Dy7DH6jIQ,,complimentary bread,food,20.0,4.5,2.0
9D5zSHWfPSuzdJlGOICSdQ,,garlic black bean lobster,food,25.0,3.5,4.0
9d9udwhA-VizxnDyGmhlKw,,flavor heat curry fried rice,food,113.0,4.5,5.0
9d-dBNEUfs5ppE_n6ZqXxQ,,spicy carrot cake,food,27.0,4.0,3.0
9DDk1M7evEOo02hP6qftbw,,shrimp sweet potato fry,food,53.0,4.0,4.0
9DDk1M7evEOo02hP6qftbw,,shrimp sweet potato fry,food,53.0,4.0,4.0
9ddTgY4FMNEHyQt_TDuDfg,,sushi,food,19.0,3.5,1.0
9dFoCV0d9CHO8qL_Xl8-QA,,chicken noodle soup lunch special,food,128.0,3.5,5.0
9dF-PIN9SOQnXtcNdz2P-A,,roll ice cream,food,28.0,4.5,3.0
9dF-PIN9SOQnXtcNdz2P-A,,roll ice cream,food,28.0,4.5,3.0
9dgsisoYrWMt243fF1RGog,,beef wellington mushroom mousse,food,66.0,3.5,4.0
9DiB6y1nkXsRWxOTFg6v8w,,pie cake,food,22.0,4.5,2.0
9DiB6y1nkXsRWxOTFg6v8w,,pie cake,food,22.0,4.5,2.0
9doV-7pIe430rmRs5sRmtA,,bone steak,food,12.0,4.0,2.0
9DRV7X5Wqc_SgVK_F9MRqw,,fettuccine lobster,food,23.0,3.5,2.0
9dw_dMksERWzEVj6qORKAw,,cocktail veggie burger,food,78.0,5.0,3.0
9DXJQgs4s7KJOyRxDEPptQ,,rose raspberry cheese bread perfect,food,96.0,3.0,5.0
9DXJQgs4s7KJOyRxDEPptQ,,rose raspberry cheese bread perfect,food,96.0,3.0,5.0
9DZfv1mijuayzirWlDKTPg,,sriracha shrimp sweet heat,food,28.0,3.0,4.0
9E10vV1n-zqHNz3dquaDpw,,pork juicy dumpling filled soup,food,115.0,4.5,5.0
9E10vV1n-zqHNz3dquaDpw,,pork juicy dumpling filled soup,food,115.0,4.5,5.0
9E6RSDUoiZTM17XeKSMVlQ,,ordered monster bowl salmon fish,food,94.0,4.5,5.0
9E6RSDUoiZTM17XeKSMVlQ,,ordered monster bowl salmon fish,food,94.0,4.5,5.0
9EA5VBvWMfONEmkIeYiKRw,,seared salmon,food,21.0,4.0,2.0
9eBN9vEFQM00412sybc16g,,grill meat,food,29.0,4.5,2.0
9Eirn03lyy9Dl_uBupLmyg,,applewood roasted peking duck,food,60.0,4.0,4.0
9EjcnCiWeh4Iw5IsiV93ew,,pepper shrimp garlic butter house bread,food,76.0,4.0,6.0
9EjcnCiWeh4Iw5IsiV93ew,,pepper shrimp garlic butter house bread,food,76.0,4.0,6.0
9eLCThf8b1zBx8sy90wJ2A,,beef cheek,food,17.0,4.0,2.0
9EM4jqZaHt-f0Fgr4Apvyg,,sushi sashimi boat,food,25.0,4.0,3.0
9eNBhIJedBrKrILVnkAZWw,,breakfast sandwich iced lavender latte,food,46.0,4.0,5.0
9eNBhIJedBrKrILVnkAZWw,,breakfast sandwich iced lavender latte,food,46.0,4.0,5.0
9eqCABIEIejjY8Gr5GkZQA,,iberico pork yellow honey,food,68.0,4.0,4.0
9eRxsd-wuCEd6EGLbVB2Jg,,burnt toffee ice cream bang waffle,food,46.0,4.0,6.0
9eRxsd-wuCEd6EGLbVB2Jg,,burnt toffee ice cream bang waffle,food,46.0,4.0,6.0
9eVE-535DobDChVKmfc1Eg,,miso soup bowl,food,44.0,4.0,3.0
9eW6etxeMFA68PSCDdeVkA,,serving sausage,food,50.0,4.5,2.0
9ex6UwI6mL1qhefe1nzfiw,,charcuterie meat,food,17.0,4.0,2.0
9EzowlwGLLkiB48DvpqlSQ,,mediterranean chicken salad,food,27.0,4.0,3.0
-9_fbCaNmM_wTS53uLJ5vg,,mashed potato fruit,food,47.0,4.5,3.0
9fcYWXEn34i4QrbGsZju0Q,,pork belly,food,48.0,4.5,2.0
9FeIrv-Rm50B3678BUgxUA,,strawberry gelato cone,food,45.0,4.5,3.0
9fGWG2sCPoxbZAxKziS5yg,,potato,food,27.0,4.0,1.0
9fjmsfxwEJPAixhO-jPVwg,,deviled egg,food,12.0,4.5,2.0
9FKklPm0pyckk4yyaUOzKw,,sandwich,food,15.0,4.0,1.0
--9fNU-8m06bbXM3jIha_w,,chocolate cake endoedible,food,58.0,4.5,3.0
--9fNU-8m06bbXM3jIha_w,,chocolate cake endoedible,food,58.0,4.5,3.0
9frR_p0iwWvTzeiGEwxBkg,,banana chocolate hazlenut crepe breakfast,food,41.0,3.0,5.0
9frR_p0iwWvTzeiGEwxBkg,,banana chocolate hazlenut crepe breakfast,food,41.0,3.0,5.0
9Frxb4xSYCg2KybW1vfFfA,,bbq pork bun,food,13.0,3.5,3.0
9Frxb4xSYCg2KybW1vfFfA,,bbq pork bun,food,13.0,3.5,3.0
9FRyn-DzAm9-BuwL5py65A,,chicken bean fried rice,food,81.0,4.0,4.0
9fT1A15Rubd2qVgtWwZAAw,,cheese pizza,food,19.0,4.0,2.0
9fT1A15Rubd2qVgtWwZAAw,,cheese pizza,food,19.0,4.0,2.0
9f-t8tM1rKo-zxHaRQYHCA,,beef brisket noodle,food,28.0,4.5,3.0
9fTKFqom8CPSQP-0EPXlqQ,,peanut butter croissant dark chocolate dried raspberry,food,77.0,4.5,7.0
9FUmoF9QTpjFnA3A7eLNZQ,,honey walnut shrimp white rice,food,43.0,3.5,5.0
9FUmoF9QTpjFnA3A7eLNZQ,,honey walnut shrimp white rice,food,43.0,3.5,5.0
9fv9HuPgZJ95qObc2Dzsnw,,lamb burger,food,11.0,4.5,2.0
