photo_id	caption	label	length	len_word
jPxvdeNoVNpI4UEUr3u8Nw	cheese	food	37.0	1
Y8mRAAxkqvpbwuKlcxFjng	pork	food	18.0	1
LElE6U8D4yrHRXAGSc_ZOw	grilled cheese	food	65.0	2
Ax-C2QHn3PpmW0DXOeSTWA	salmon	food	59.0	1
2emNFyQMFieWyegNv9aSqg	chocolate	food	31.0	1
vfuqOOJYtGEGP92drRx9EQ	chocolate cake	food	62.0	2
z2VmYZ-wGZJ3eDy11mPqhg	salad	food	12.0	1
wans3NIJnhid6JZsK89sQQ	rice shrimp	food	30.0	2
yNf6YIJlHPDeBG-odZb9ug	rice	food	8.0	1
32E0lzxChESDRupo1ttgqw	crab	food	20.0	1
nnOIHCIxzLBrDBFGHX-H9w	cake	food	11.0	1
EMtFDCN7zZuAlVUgGjWl0w	shrimp beef rice	food	90.0	3
Qw65gGcg8UUwS9TuQY3MMw	beef	food	27.0	1
PzSfIByKQJqBOdUvN3t9iA	pork	food	8.0	1
XVTQOvpKFoJkfL-W88q2QQ	rice sauce	food	39.0	2
PR81_-EXtXy3lX3wauBg4w	chocolate	food	22.0	1
y9sVRsNup9otPO74LeOIWA	cheese	food	79.0	2
J9z06jW3NSQ0v2MJMyKPeg	rice	food	25.0	2
HuEAc_JYG4A_U1d8aeVMdg	pork rice	food	18.0	2
jn2TB1gNu0MLhbWag0OzlA	sandwich cake cream	food	69.0	3
NFRNDEHY-cxkyabOcnbO8A	burger	food	14.0	1
7Y1tr_xXFnAmF1oomp2Utg	chocolate	food	104.0	3
GWckmPec7A3nrhmaeXkAdw	chocolate cake	food	14.0	2
KsG4N3Sh6omTniZPwqKI4w	grilled	food	17.0	1
jN8-C09Quq8DkzWu0RtUSg		food	17.0	1
kVDQQx0InIK6lp794L4H8g	crab cake	food	10.0	2
MgyFoL9TbCVD6uEkxRaAZg	chocolate	food	26.0	1
c07kmqahtk9PowANbJBiZQ	sandwich	food	62.0	1
qWSAptf3VC_a1f5JQiJaCw	rice	food	54.0	1
f8omaXSOqHqyen1gxmtoOA	cream	food	15.0	2
Vk2LHZxlRDyvav10YYew9w	salad	food	28.0	1
Q5r7Qp4BACaWPoCPF8ic4A	cheese cake cream	food	59.0	3
7Ez5bmdmNV-_VJKw2WgNkw		food	18.0	1
aT9t_Sp9ms8oh1jrcC9O2A	cream	food	50.0	1
SOJFh3-L5_PWwj2mQjVkxw	cream cheese	food	51.0	2
TQ0psZ5nFhcYl9BxxrKiEg	burger	food	16.0	1
k7--baPS3XMG-v08lMMasg		food	22.0	1
Ohdx6RAE5gxDDoerZ-PGng	sandwich	food	62.0	1
6MFAsb051IQ0LAWdlBqF4A	rice	food	17.0	1
3my7xrtTDyPCy1Me9vaImg	pizza	food	21.0	1
JHjGgHAOLS4lzr1VMAUOzA	rice egg	food	55.0	2
Hp0esDs8F3oEUKEsZLpY9Q	burger	food	11.0	1
CJ7WCxHzfA2iICkD-GJrQQ	egg	food	77.0	1
eu0frKWJ2pn91iJMVJqy2Q	egg	food	72.0	1
0d2NLurNF6-gpdXmtO73yw	salmon	food	49.0	1
uw4-Pj1CAY5SCQiR4zbcPg	cheese	food	62.0	1
ErcWesHgGOx5zt-Hf_Wbew	cake	food	24.0	1
dGpB4gDl2qJKWCdAXBbujQ	sandwich	food	62.0	1
Ou5FJfak_rn1RKV_ARoeVg		food	125.0	1
vsAemT_xCbplV-TEAH6R8A	salmon rice	food	31.0	2
VRtTFJwHXb-QouqjiAD33A	pizza	food	15.0	2
v1C3mKldsw8Pm-x1qFFMxg	chocolate	food	39.0	1
YNes4kk9aYTHkAsmMNpV3A	salmon	food	68.0	1
boLndAzuqbwYL9ssQTEOYg	egg	food	56.0	2
BQSqlgFRneUn6dyO7x5AaQ	burger	food	15.0	1
mrl1Cr9WquBYXbyE0-7bMw		food	36.0	1
mOb1VI9w1iDg9Cjnrlmw1Q	cake cream sauce	food	77.0	3
v6fYLpJwcIVu-Gb76eEOoA	cheese burger beef	food	128.0	3
09WxHQPfxJn3ruMxXOX4WQ	salad	food	16.0	2
GpaEMkenL0hXALVkh61M4A	cheese	food	55.0	1
5DGD7veB3PJ_qyEmi2_6Yw	sauce	food	57.0	1
v5K5LdFcZsuJjKj_p7XjEA	burger	food	35.0	1
6YjELqmzDDVlmzCFhkR7NA	salad	food	15.0	1
2Mh8O02nh-OwwVxKpyoR5g	rice	food	31.0	1
RUZ7Qz0aAlzLnkCmsqrtVg	beef	food	13.0	1
dTisjOjCYQCTymuZYroS4g	rice	food	23.0	1
l39flU86eTyBLXyKXci9iQ	shrimp	food	26.0	1
dLQNV-NXVVpJfEPYtfOaMg	burger	food	14.0	1
tMMLp5KiUOg1NEu2L2IPeg	pork	food	40.0	2
D1RYi7SUpch3BIlKiyn_1Q	burger	food	20.0	1
wCggw3parjlbAcyVxBwn4A	shrimp	food	22.0	1
w2eLXDUZ9ezvbusAOxNa-A	salmon salad	food	58.0	2
I_U5kj6HH5QHQp_ke2pnuQ		food	6.0	1
XE9kact9ujzkyq-XKnDMGg	beef burger	food	22.0	2
R06yyr0rpY0UZBjYX6VkYQ	salad	food	17.0	1
5VeA-7ImqFvP89XbmJXNAA	egg	food	65.0	1
yoWbVjqSiSr30lY-dmOIuA	burger cheese	food	91.0	2
vqv3biTmoGSczb4cVQSbgQ	burger	food	110.0	1
xC54EAr-22NbtCumzXxuhA	cream cheese	food	45.0	2
3srE6_OhSsO9ujTNLHGOug	chocolate sauce	food	104.0	2
uiRcGtw-DzlS0jRnxezE6Q	cream	food	60.0	1
U5vbbduqqw31J7ca1e-08Q	pork	food	46.0	2
Z01FQ7y05pcvpfseQLIeEQ	egg	food	46.0	1
UYbqla1DHhKKMGbX3g-nqg	chocolate	food	42.0	1
Ly3FitOWsAdHMSODn2wBRw	steak	food	26.0	1
7yRd7bO2Xn2W3_CJHM_JKw		food	66.0	1
noqwKxgvNaeXoHp6tPCkBA	chocolate	food	23.0	1
aCZsuw3w6keF93ix1ghg8g	egg	food	46.0	1
4qKv4fsgrWJL024if4IjJQ	rice egg	food	114.0	3
-tc0Ry_7QLz4JKZRW8Nk-Q	pizza	food	20.0	1
DIDawG1SxuO-WJdsjr88Ug	shrimp rice	food	25.0	2
roj8yp6j7LKssrHRDQQqxw	cream cheese	food	122.0	2
EHmplNB9YFLrd7YOvomLVg	crab sauce	food	140.0	2
qtyKPaC_aetgnsTwuMmliA	cheese	food	17.0	1
KNp7JI9pCxDiKbgik3YnXA	crab salad	food	28.0	2
241D6uk9U56akdu9oG5NIA	beef	food	91.0	1
knqQd0GwHJOQhkZiDbZQVg	chocolate	food	122.0	1
scIQd5TqnvSQLMcHzaygMQ	cake	food	70.0	2
wp9qH6xiVQmTXhPg05QkSA	salad	food	10.0	1
lVUWeEH1kLnerffTlB11AA	cream	food	91.0	1
GQ82J9K1C0uLKBzGCXVbPA		food	13.0	1
b-bTeFI_-oZhmowfeXTh3A	grilled	food	24.0	1
KBEIyflO3U8nZDtO8d7a-Q	egg	food	80.0	1
l-imvj7FnAzqtrq81vVNdA	rice beef salad	food	24.0	3
EqnsrmjDQPTn7a5BpdSq7A		food	113.0	1
Lj6QS9GnxweqiMqjKyYWZw	egg salmon	food	38.0	2
L6ETKJhw6RKsg9qGlIwnQg		food	18.0	1
vJHA4-73leZm-EAm3SwJvw	egg	food	11.0	1
khVNKnXQw_cYMl8wkDiCSA	crab salmon	food	92.0	3
cvUqPHnhsLbGrG8UMo6YyA	egg burger	food	17.0	2
Z9In7aqtvyaPXMKlaAAXRA	steak	food	99.0	1
f__NTGi8iGG64qiXhOshKg	cake	food	17.0	1
fp4nyUSoh4bZjTO1Mg5spQ	cake	food	50.0	1
QnuGwNzr3C87cEy_uw9sMw	chocolate cake	food	74.0	2
HD3JVbAGeWBs79SZqftQ-w		food	36.0	1
5qDO0dkTcz2WkxzV_rSRLQ	pork	food	10.0	1
76CG9WSbBOZXH1badfzfuQ	sandwich	food	57.0	1
HlSTP8MGGsRjUZ-WZ28CtQ	cake	food	24.0	1
ejsnj8TLy_CNBXpEpyAE8A	shrimp sauce	food	69.0	2
ERqtToKYMiKNsjpXtRwpNg	cream	food	54.0	1
6Gt8EYaKeGRaibrpgQhtSQ	grilled	food	27.0	1
N1whyPR3YHZ2Lia6LoNCGQ	sandwich salad	food	38.0	3
L9txPhJSVnWAz3V8ZD2ACw	salad	food	26.0	1
oUOR39u0kKSSxq5u9nLgxw	chocolate	food	133.0	1
beHNv1GaDlZCmr_ieZuJ3g	salad	food	19.0	1
fluzbndZtdLr9601uh2Lug	cream	food	59.0	1
EC-lSiXjWZKZg2qTAQHZ1w	salad	food	25.0	1
MByTwLkGzTvVwEJuL2LkCA	cream	food	25.0	1
sPpweVu6ZNVGKpOnlL945w	shrimp	food	18.0	2
RsX8XnJw_GKQX9vs1nOjWA		food	10.0	1
mFa1HFnV-breLwfSrjTx6Q	cream	food	122.0	2
QxUnU4OMSEDAIZ10RGXjjA	beef	food	17.0	1
7HYtExZPuylhF3g2qdmJzQ	chocolate	food	16.0	1
X4GZwXsyHygNfLCCtGqxkQ	cake	food	113.0	2
mqg9Hjw1GZ4V3yElrf7g-A		food	14.0	1
9uI8gRyssdVx1JKRZyWYWg		food	14.0	1
KgldCs-LzM3aEYk-6Pn1Tw	grilled shrimp rice	food	48.0	3
3QvSTvJn7K78enzRahDj6w	rice	food	110.0	1
WSAEnu9H14UZrxFM25_jMg	salmon	food	18.0	1
aimjJ5ChTDeHxRqu5yf2zg	sandwich	food	18.0	1
BPx1pHKMXIO-gTsliTX-Og	salad	food	51.0	1
4crTEjDqmX2eVRQrF4KbPg	egg	food	17.0	1
HBc98KQ2nxSOvHPnpl_qlw	cheese	food	43.0	1
c85-hGBaxHKaz5MJzMT84Q	egg pork	food	74.0	2
oRIIoYcmWFRkW2yhHQHOuw	chocolate	food	90.0	1
emIgWCHVA1pg36Z79TMFSg	salad	food	103.0	2
tmQI3JuqRnm9tiUPbS2vhw	beef sandwich	food	36.0	2
LqQI9Q6DlxyG3v3r8LUVcw		food	33.0	1
VSu7GYn-Zln5TLZh_fMtvQ	chocolate	food	15.0	1
ejawO8i9iSjMi8OxagRt6g		food	11.0	1
4t0VRfMn9rJ9hRmyp2azRw	grilled cheese shrimp	food	139.0	3
WS2X1WduYpOrEfGjgA5j5Q	pizza	food	22.0	2
K6oDzMfDX_NAfCX6WDvk5A	salmon	food	22.0	1
q91jIypNkhxIs21T0SZJ0A	steak salad	food	16.0	2
wqR-1a8BmVK0il3sCYGCMw	salad	food	15.0	1
0n3EPldWdxZbaHDUb4EBMw	shrimp cream	food	90.0	2
eY1vPyr5hDAdJ8op0vexqQ	sandwich	food	62.0	1
MmCvcjU40O1kqwjMoU_qng	salmon	food	17.0	1
j77hHLyDo8WAm8NOTL3k4Q	cake	food	13.0	1
GRVvJVKKD-mEtof-4cB_xg	cheese rice cake	food	18.0	3
NGyqVOXuV_qDa5biApe7ng	cheese	food	57.0	1
fBH8B0ZqxeObiC4E6YM_MQ	cream	food	31.0	1
ZKPqvkdYOzgZAgPvo94EwQ	egg	food	17.0	1
pyvYOPWsj05TbVwwptewlg	beef egg rice	food	28.0	3
rt1lreUoV66jibtdK3eOSA	cheese	food	137.0	2
CX0w_aLplusaPFn_xs_Qyg	sandwich	food	33.0	1
OzV62v4oxYIh5nyRz99Vvg	salmon	food	20.0	1
7dCrh7wUjr2cOwsIBnxK1g	sandwich	food	62.0	1
bKuctQXR44pLFqI8PodAPQ		food	13.0	1
4DGM_9VLfXAguJ88mZTlOg	shrimp cake	food	29.0	2
CVSi6OdZMsMr1SLVnd6QRw	grilled cheese	food	14.0	2
k05NkaxhYFvS0cF4cMYgPg	chocolate sauce	food	110.0	3
srBEQQicB9hI99neoT6nEQ		food	16.0	1
LG8IuhlaNtWP0XxNyCpdNQ	sauce	food	24.0	1
hiw6w5PbLg7CoXWI3p4FEw	beef	food	27.0	1
NjXTk883Vm-rVPTuiWz1VA	pork	food	10.0	1
iB3EOkYjJh7w9cm3cyuhQA	sandwich	food	47.0	1
91W2Ti-bPSOLJOQoyrVGtg	egg	food	30.0	1
llh2ti7ZXPF1DyfN6KP8pQ	burger cheese	food	121.0	2
fChOJhsnaxhY5i5WB-0v-Q	sauce	food	16.0	1
0soP3-iXdEpQwGy3upsxyw	shrimp	food	40.0	1
cjyb13hAdUjsYqR_VV8HFw	grilled	food	60.0	1
GVY7OAerI3dcwtAX9YGcPw	chocolate	food	137.0	2
WhpG5Azr2QE1TfXlNxxaww	rice beef	food	81.0	2
Y3aGxcBHThPNdBe5Hdysxg	egg	food	24.0	1
v_CvaZWLS5c11d5xpqhnAA	steak	food	27.0	1
mubOOUkmzMKQGVzltlh3ug	shrimp	food	21.0	1
_4uhNnTEbCEcO1hcLHm4uQ	beef pork	food	52.0	2
E5YC3szK0ZAwOJlvlqM2Ew		food	88.0	1
dVuaflxFk0TCmedEP2Gs1w	sandwich pork egg	food	105.0	3
x3U6oD8b5qFGmeBZujPalw	cheese	food	140.0	1
wvwf61rz1TGiTfrmvV6Gyw	egg salad	food	45.0	2
GuCh7_QbgJty-UwhQ_MvNQ	crab	food	30.0	1
e-9cmiU1nCS5mY-0rNeuHg	cake	food	19.0	1
l7mHpMEtApCFwS-3vgnSKA	cake	food	9.0	1
filZC8KV5X-r2ju6F2bkqg	beef	food	30.0	1
FdSNug0PQbfjj_cXQ5XnzA	shrimp	food	29.0	1
CkChlP-gtYB3fSPSuTZNPw	cream	food	23.0	2
W9Ltc69SFT7kQ6HfL0RYXg	shrimp	food	22.0	1
yi-q-SbFBhqcv_SCUrnvbQ	cheese	food	55.0	1
oulwDHJGqakhOngy9rSxkQ		food	127.0	3
gC7-iqOlfaBvn-wW8b7YKw		food	31.0	1
57lSSHUuGqu0JXYhWMACPg	pizza sauce	food	114.0	3
FdJeVLDHaqvjsN7y2-RFPw	pork beef	food	73.0	3
ptb6NExHZzAjsL28wxvtFw	egg	food	59.0	1
DA7q5QKdLCbVN9VyNp1MHA	chocolate	food	22.0	1
ChQhcsX7psveIYBnSraNzw	chocolate	food	46.0	1
mJ3aV5hJ2UJAUY8z0r0vNw	sandwich	food	39.0	1
5d9S2VP8XUJG5hxybitUDQ	burger	food	61.0	1
-8N5FcUctMQUZIXLQ_rSAQ	chocolate cream	food	77.0	2
oL2sMDw66xDmXzSYNWZxHQ	rice	food	138.0	3
pHoWqxFiJ4x7l3O8q2ghBg	sauce rice	food	60.0	2
guhFpoqzElVj0ynEi30gtA	salmon	food	17.0	1
jNSdEiTL6TBLDYgQrv5ENw	salad	food	39.0	1
tEDJnCK3lz-jNmObCzNcyw	egg sauce	food	62.0	2
S-0FRRQFSEHQNS93i5wE2Q		food	7.0	1
ni6C6TW2pebl4zp3WG2-sw	rice	food	23.0	1
8vvRY9NY44oflqW63o2Pcg	cheese	food	11.0	1
j6KB8snCmKQ_rwuhsYkaKw	egg	food	35.0	1
tcx5DTnN4_MIjze8Z1wZJg	salad	food	49.0	2
BYpFZOwd-DDF6wfc5rRGXA		food	14.0	1
V4A5f1kYpmFW8fpf1JB_yQ	beef	food	55.0	1
q2EomX_1ukaEoIZeu1ZDFw	beef pork steak	food	27.0	3
JAbc7ihcJK2R1lKBNjq3FA		food	78.0	1
OvgM0ucsCMtSW5wjFzQJFw		food	21.0	1
MIEWzHQ6QiERVG2_icGR4g	cheese rice	food	48.0	2
KKmFfMzr4BLkNYjwowi_sA		food	126.0	1
c9SdNHWSyf0tVEiWYxAt9w	beef shrimp	food	35.0	2
8-bySH-TaV7MZI08QTSPkg		food	43.0	1
iCJMfDOUzEUdLrqGts2vaA	pizza	food	14.0	1
qLFeYFIAQO9aFkklYdZmUg	pork	food	29.0	1
RJByGZxkdFXlfUvSkNhIrQ	burger	food	46.0	1
brXJa2WsmPdwhf4N6YEZBg		food	25.0	1
Qf1jUpVrYILoN5OoDc-EJw		food	50.0	1
BKNC9g4ThcK-Zj4OCuQZlQ		food	77.0	1
3gvDXpqDsbz0kBkTkzyeGA	crab	food	62.0	2
6JF-IoCzA2QCoJawDPNJdw	sauce	food	37.0	1
xQQ9fBDKDqzFG5cgDJZHWQ	cream	food	66.0	3
T8HvGYTOrJh4pgAlIvU17g	grilled sandwich	food	60.0	2
jliFmjavHGncEx251kwuQg	salad	food	30.0	1
2Ay3Zmf47NeTGH_ghy2PKw	chocolate	food	25.0	1
HRWyK8VqQbmCQioV6-y0NQ	pizza	food	15.0	2
Hlgu7od5s4qP0dHj8QDimQ	salmon rice	food	18.0	2
YpqmKH_h4fg3Pd4bDziW8A	salmon	food	15.0	1
4PuyrhEUhjqqzYxXGnwCpg	beef rice	food	65.0	2
OCgdWty13MZonlbfXav1-w	cake	food	42.0	1
tbp9fuQ6eX8GteokjsFIGQ	salmon	food	23.0	1
6nxjkosrHxldTWH0VY812g	pizza	food	89.0	1
aqU7eIYbzRUV9JPhIDys5A	salmon salad	food	46.0	2
2HynxLO9w-q5MOMl8KNwkw		food	32.0	1
b7cmh5LhcLZLM3iS3BoS8Q		food	14.0	1
7Bgqn3oVy3e5COBUZmzkfg	chocolate cake cream	food	36.0	3
A9FF5DpYxJLQ5m70TQdbAA	salad	food	19.0	1
kNht_KuVMAALWhCreoZn3A	sandwich	food	13.0	1
VR-pVtFRiUCm84YYVBxVjg	cheese	food	55.0	1
FarwUoM67NApfNd6oFwZPg	beef	food	16.0	1
E_m0apHD5K7bYQdqQuWHIQ	chocolate	food	28.0	1
DlC_yggflmG0FDcr5i-TEQ	grilled	food	140.0	1
plbpJ5DxHc_1M1jqFfoskQ	salad	food	11.0	1
_wqDv6nxdNz-47WWH1qu-A		food	21.0	1
N8pEsBQWxQsE_FQnmKDIOw	beef egg	food	38.0	2
07a5oh0X5FHdi1Oaie3Xig	salmon egg	food	90.0	2
tvJh3DUnxQaaWZsGqhJ2Ew		food	11.0	1
31tfMBvbGpZM5z8DX214Cw	beef	food	11.0	1
QSvUbQZy7XLBqs5tHLepNA	cream	food	60.0	1
KryrbSdcSB9qSVTbR7d6sg	egg	food	80.0	1
6HDWQSfyWImXgAqy8msoew	shrimp	food	20.0	1
MJ51rF9MJRwmIuE04i7iRw	pork	food	15.0	1
JbE9Oy0Xj0V60Y5yhVPS9A	beef	food	62.0	1
-aw4sWGpaHDUeYrQ3-r-gw		food	22.0	1
RME4IWQnFtyP-FusWlbgcg	salmon rice	food	16.0	2
K57VekBn2HSO4kFlIZGIWQ	egg	food	41.0	1
8Fhq2HIHi2dCJb3bIPR3nA	salad	food	38.0	1
IS5zQwNjTc0wCxkn7ZYvxg	grilled shrimp salad	food	67.0	3
M1bUYG7m7Cy4vOcyWHXTNw	grilled	food	27.0	1
nCtDIx4ur3YoCG0E5E5jmw	egg rice	food	126.0	2
X_LTxHYfLrpfnnBy2-BUSA	salad rice	food	127.0	2
NruW2JmKaPpQEmyn35xkAA	burger	food	40.0	1
kOuJF46PtOqcrypdW8W8PQ	burger	food	15.0	1
U66TUl-_jSNgolOATtKc6A	cheese	food	17.0	2
nfNxsgyg7mymInI3mZwcVg		food	30.0	1
zlTAI3RkWWmR_QquN6i4Ig	pork	food	41.0	1
nbQgtsmPVgBWwM6GS4a9Hg		food	24.0	1
G6eHpcjmWqvZM2UcTTtLcA	egg	food	49.0	2
npZit93eyI9Wa0WR19GP0w	salmon salad	food	87.0	2
RSWP9hfpN_txXT8c-qcEyA	grilled sandwich	food	60.0	2
VyEliL0qDG7xPYwtglVEHw	sandwich	food	29.0	1
yYZFskc-zcAixMVYJQvVxQ	salad	food	10.0	1
l6ANQJ4LXwtYw6RngSFUoQ	salmon cream cheese	food	56.0	3
o47gZ0R0aWEzfO4mQkK_iA	sandwich	food	37.0	1
ML5v1t0RCe3hCj7DJUgISw	cheese	food	55.0	1
V_uWAfNDzEdBUGCLFrwU7g		food	52.0	1
dWGLeRC0YiqiT6QAuNaNTw		food	88.0	1
2YEBLekf57izA7Q4lo0-zw	beef	food	40.0	1
sr7ZroApGRxGtPA3mMp42Q	salad	food	13.0	1
nXyFuMcv28lkusg9gDxOSA	sandwich	food	41.0	1
ga9rzuXzbV5WTb25GIfpxw	beef	food	37.0	1
TvkgWnJE0Aph05F1Yz42DQ	grilled	food	74.0	1
vxGcjoj0LzSUHt4jFrtCqQ	grilled salmon	food	26.0	2
XpD7QymGFU71PEpA0qnB-w	egg	food	100.0	1
3XzUzy6e87nkxgLaB7MUXA	cream sandwich	food	56.0	2
fIPTKq4m0dgiREe7rQdpVQ	cheese	food	25.0	1
5FzlQCF9T1Ug2YNlw-9NaA	steak	food	57.0	1
THWtq_eQf6Aq4kPPv9vgsQ	crab pork sauce	food	119.0	3
xLm0WVqv3EqOagBHHjYTgQ		food	23.0	1
F4RoqgRgf2Ugn-M3IjhamA	cream	food	63.0	1
MsiUfiikFHmjb1OoRAvlNA	sandwich	food	85.0	1
oGXFtdBIT-MYgn5oRUyCkA	burger	food	16.0	1
oFi-8w97KfiLx1u9KdiAmw	egg pork	food	27.0	2
nSZwQJpIAlVOlC_kaFC-qw	salad grilled	food	64.0	2
2f8warXE2a8XY-vZpH5yJQ		food	15.0	1
GISkh_ZYmg8VTIlVsg_KLQ	salad	food	26.0	1
_4QtSUe9bDki_BRY3TZ_Iw	cream	food	79.0	1
R48cRytClSM7GOBI8m7flA	steak sandwich	food	21.0	2
7IpjelSNRxOr4gBezbmE3w	grilled crab	food	17.0	2
0C8hlnLk4GWKF8CwVMxh2Q	beef	food	46.0	1
wkZ8gr7KjQBAD0A5YWag8Q	steak	food	12.0	1
wT4ocrjZ-l8aQ_qiSFeJvg	rice	food	9.0	1
78DuzRpQu5nZNADzFMllQA	cheese cake	food	23.0	2
f2VOLTohglbOHdVjT31LlA	rice	food	14.0	1
fVlMf_IcFVpm1bZMNDHRwg	shrimp salad	food	18.0	2
TL7_gcTLL5J7Bk2u_tlBzg	cake	food	19.0	1
HwI02BZjBzQHilyV1Yc5-w	egg	food	41.0	1
VIZ7PFWm0QUonYmYhEIceA	cream	food	69.0	1
gU2Sguqc4yScPUfYnvl3TA	cheese pizza	food	48.0	2
5frkXk_dNiKUUYMAMaDnOg	beef	food	39.0	1
84svTy99xb1cLu3npL_WcQ	burger	food	23.0	1
tMglFzVgMSBDorTWmv3WhQ	chocolate	food	38.0	1
riDNceFpgw8zUu5qDtdm0w	salmon	food	126.0	3
FDfGIHIgX0VOkC7PMQXO6Q	pizza	food	42.0	1
RC-oBchKCCa41YaHcwHshQ	cheese	food	67.0	1
BUWvv_ewovISf9ZYvNHocg	rice	food	22.0	1
zoTIMxwacnfvatngrdvX_A	sauce	food	107.0	1
c5jCHTAlfvpbLYZus7zWNA	pizza	food	39.0	1
rAQRvnSeNSSia79yQxY3HQ	cream	food	22.0	1
xKTzWKFOMt70d1jB0J_dQg	sandwich	food	73.0	1
ar8zAfyBeKa9mRiHPDVS5g	beef	food	17.0	1
NhfjoRj-G6lGHQAtoF18jg		food	130.0	1
5Da26sQcdX9Fnl_lmu_3WA	rice	food	21.0	1
TbG6OFyzg33iEEpi9tYj8w		food	23.0	1
M7xxHyQQ9EKDenR6_DCExQ	burger	food	27.0	1
S78n5x8ssdaK270rPknlAQ	egg	food	47.0	1
41opfMP954wRL5d-9cIGKw	shrimp	food	14.0	1
UI5SWkpZJhC9nZ68Rlz46Q	pork	food	45.0	1
PxNZRuEa1ahlaGc_lJDdpg		food	38.0	1
Ars_aInvkJsPJxKp-EF9ug	chocolate	food	72.0	1
fIvbo98XjSbwd8gdEtCtxA	beef cheese	food	15.0	2
Uht_eHdrNRgsOhGwNaiaEg	rice	food	35.0	1
0_eSe2rh95vi0T0Jc0KZ7w	beef	food	21.0	1
5B0fhwKQ7mAhz6sBZinQpw	shrimp beef	food	106.0	2
pVogWwQkBHdSU29FobgZ_g		food	11.0	1
Czoqw4EoVKlPu72WLQBo7Q	chocolate	food	24.0	1
l0NCL4kCbWyQi5N1QSF2nA	salad	food	122.0	1
p2P7QWurPK81_PMb71M3Rg		food	17.0	1
_8dpg2Vvn_AEsFqfd6V7uQ	cheese	food	55.0	1
8R0bXoL07pMBPh_HNBsQSA	salmon	food	33.0	1
cMJ7llJTTJznLgOGMSe84g	sandwich	food	61.0	1
4j13cW8eVet8RjMDHvj5Eg	burger	food	13.0	1
afl3snEr-lmWk86fRtrlCQ	cake	food	56.0	1
Sp3TeVcPqj57rMk8sCZ7Uw	beef	food	10.0	1
Najh7u33yaaP0U1TnwrZ1A		food	19.0	2
7AnzTZYx8NiOK24xgSrzNQ	grilled sauce	food	48.0	2
iSqrfCipbY40evWKaqIvwA	salad	food	18.0	1
HxIXUMeI4afEs3pS-Viieg	rice	food	19.0	1
54JC09srDxaB4GAUUP_Mkg	pork	food	10.0	1
gelAFRQkBaBOfVokDVkWUw	sandwich	food	62.0	1
fHYYfdS1A2zAOyH03fyGQQ	cream	food	77.0	1
CL8NHxKIk8FVpwuHJXCKJw		food	46.0	1
7_9TANaAgyI4aGJoOAKOIA	sandwich	food	27.0	1
tV_SyNNL5RlWanqDuXHl8A		food	27.0	1
dnPqTEchC7hFvOskHTCHZg	pizza	food	65.0	1
Swl2lhNCOY_S7JpX_XQOcA	salmon	food	95.0	1
80A1j57azXzsXImvZDQpoA		food	19.0	1
64MyUj_lU3HHvXULKpj8Bg	cream	food	39.0	1
wVJYARxGoZjAACnKZmNAPg	pizza	food	15.0	1
guf35aj_uSagxNFNaO3xlA	burger	food	16.0	1
5fLu5I0a0_oaPZzkyfLPrg	sauce	food	138.0	2
kcfYxYj98MzIh2NpeBu1_Q	sandwich	food	62.0	1
Y-opQ-art6T6eeVYeg8aTA	sandwich	food	37.0	1
vl8qECUUN4KvT9rJ3h2Akg	burger cheese grilled	food	42.0	3
cDMtR6M1sHT5ZexRSLQ3dw	sauce cheese	food	140.0	2
kYZDNTjnoY_7azyKalDL9g		food	15.0	2
vyhbO6tDYlzAyZbCygzTkw	cream	food	16.0	1
0Gf8M3I4b-Z34kwnlqdWPw	sauce	food	35.0	1
8aX9tTJNzUKKEJM2m6lCaA	cheese	food	55.0	1
W4ud91leCLJrrHbWIRXJSw	chocolate	food	41.0	1
ZRkdAGCzChmtNNiFhFUegw	chocolate	food	76.0	1
TJiinErMmqE9jVp3D8d6zA	shrimp	food	13.0	1
OoQ5FQPzIv0RmPKRt3Twig	shrimp salad	food	32.0	3
7Lx1p-9XO_x7zm4IBNGp6g	cake	food	53.0	1
wPoWrqvuf0EAbkGVHcwomA	beef	food	31.0	1
1go5Sw8sFuZry3tdoScmQg	steak	food	19.0	1
IeMOt7aK6TuQE-W-s719Bw	egg	food	46.0	1
uFEVOGTiwXDHr9wiNzZMoA		food	19.0	1
FgNw-obDVjK7d3qe4LiDvg	shrimp	food	12.0	1
lXblVQG8lD0rEpQnPSlXSA	beef	food	48.0	1
7XY3qG9FmBnGU0MzAZV1CA	beef	food	78.0	1
6kf1XF2QC7JlAGJsfIjeHA		food	12.0	1
v6eT7c0UqjqKs4vnNS_hvw	cheese	food	12.0	1
8FGaNsfYXhq87FKlnAsh8Q	beef	food	21.0	1
JZkfiSLP-Mn9kKdwhX2uiQ	cake	food	13.0	1
2EeRzoshUdpsUk004NdPIA	cake	food	18.0	1
OWVA0ghyplp2kom5SL5y3A	cake	food	21.0	1
CkeJ76HFYzkYL57EalOKrA	pizza	food	20.0	1
xus2m15XlwwaV36MWO4skA	sauce	food	39.0	1
KA83bdo8SoUewxApis2g5g	beef pork	food	86.0	2
duEO_Q0diNLwN0_mqaqKuA	pizza	food	14.0	1
Kx6FRgBVQE3pJ6r2LF8kHA	cake	food	16.0	1
0byHKoLLpSAKQgQ63XSPSg		food	135.0	1
S_xw_d6_1HBHaDZFIaehCg	cake	food	64.0	1
