photo_id,business_id,caption,label,length,stars
Ar_qWmvU4lW743HNi2x-dg,z4EIzLJlGd7gyje1Q_hKtw,Shrimp tempura poke bowl,food,24,4.0
-ArR8ynkaSoc2RhoK67Cfw,j1yBqI57HIyVP_e1N374cQ,the special of the day: smoked salmon scrambled eggs,food,52,4.5
ArRHGe-wLEO0Ls-KkJyqTg,nbQH8MXjxqsDzHRNTZ8esQ,"Chu toro, giant sweet shrimp, uni, so fresh and delicious",food,57,4.0
ARrt7AzVqWga-Q-qQHCTXQ,FnQ-_pGdw11za0LQ_aORxQ,"Flora waffle with black sesame gelato, strawberries, bananas & whip cream. $15",food,78,3.5
ARs3JlNIuIViXmNOKcewQA,XeDLyY2a7nZ3IEY4RYslXA,My deep dish pepperoni and sausage pizza.,food,41,3.5
Ars_aInvkJsPJxKp-EF9ug,JsVLvKCgI03tqyjy1B2d_g,The most amazing desert! They call them chocolate but those are Nutella!,food,72,3.5
ArvOTdS5ZxdmbmNdF80tRQ,O3OH5IEFMPtz7mPKakPZ3Q,Oyster,food,6,4.5
ArwiiVdsOm_u7ogxz7ulog,Xc0OMImmNOETtSVVcouY0Q,Aloo Ghobi,food,10,4.0
ARZTNnBhPVPqPDrHIrZDbg,SFaCcwpIKjrpnT1IjzEDdg,Spicy Moroccan Beef Cigars w/ Sesame Aioli,food,42,4.0
aS0knJWWv8QZ9E4FIlrFRw,67BA6EqEmxO1MesgMd-o8w,1st birthday drip smash cake,food,28,5.0
AS3OgBmKt4el2ul0zkoimw,NDs6xlZesy9xZFt2Lio6XQ,"Our Island Chicken Quesadilla is a mix of roasted pineapple, queso blanco, smoked cheese blend and roasted salsa verde.",food,119,2.0
aS4hXrmCjjqBkd8fVazBOQ,G7xS3HiTKHnRhI8cNRGXpA,Gluten Free Vegan Matcha Orange Blossom Twinkie with Chocolate Drizzle @endoedibles on Instagram for more,food,105,4.5
aS_5cN5ievjDlLXUCgIAYw,XmfiEDGV1V1mqeEP7SurTg,Winterlicious '17 ($28): Crudo Albacore tuna - Highly recommended (2 pcs only),food,78,4.0
aS63McBtWsTqzwNbquSDcQ,NF6di6YcQxN0rDAleE7SyQ,Pou Chong Rice Noodles with Tea Seed Oil,food,40,3.5
_As6FhsvMfSXiLrvwyWrOA,3LsMfYF4cllUZbxve3scIA,"WAGYU BURGER In house bacon, black truffle aioli, baby arugula, homemade brioche, waffle fries",food,94,3.5
aS6hrm7pULOblB1q48kTqw,PwpSY0vO3XlQXKOuqiqZMQ,Cinnamon and Dark Chocolate Bread Pudding - Toasted Coconut Ice Cream,food,69,3.5
As8Rx_zLL6p3bwnabwBtGA,Ats-ukNGB-7VgGJhcHXfZQ,Spicy Avocado & Lime Bowl,food,25,3.5
AS9egROcNTg9nirre_jzQA,f0160VdQERs6Y6Aq-Chvfw,"Vegan chocolate cake w chocolate avo mousse, raspberry sauce, candied pistachios",food,80,4.0
asBfDirWlMgIfPpfETTO-w,k6HyRYm0c8-ILb7ZN2B9Ew,Katsu Don,food,9,3.5
asBl5YnBAxI0l698T6DFZw,flCF_Vp9NOpTVeGv673nSg,"The ""herb cream cheese"" on my turkey club - more like sour cream.",food,65,3.0
aSC31xWmAWOLAR7rbz_bjw,W6s1BQa6N3mU6UBTv_KqSw,Happy Birthday to me!! Loved my Cherry Pepper burger!,food,53,4.0
AscBk_gzercAkPiHOEYs-Q,Gu-xs3NIQTj3Mj2xYoN2aw,"Mixed grilled chops ($22), comes with starter soup, a piece of cake and tea/coffee",food,82,3.0
asdpivDa0tdM7Q1EHDJX6g,hPfszfTC6xu9Ysd3sIHm8Q,"Try our most popular deep fried roll ""Las Vegas Roll"" and Fireball Cinnamon Whisky.",food,83,4.0
asElHbRnzKY-d7nOuVeLcw,a8o8OMGhWg4JwbuMMnVOHQ,Featuring Surf & turf,food,21,3.5
asESW3YD7trPJTjmhwoCpw,UPIYuRaZvknINOd1w8kqRQ,Tonkatsu Spicy + Egg,food,20,4.0
ASevoJrYPaPd2280q-3JZg,68jn0s0snbO5dhasLaVvDw,Half hen. So good!,food,18,4.5
aSFlM0sXj5hnNR8xxBzzmA,GBuB1uV9NRrtaLxZoVhi7w,"""You are my sunshine. My only sunshine~""",food,40,4.5
Asg9Ilelc5m80kt5GlsOLw,Iq7NqQD-sESu3vr9iEGuTA,"Freshly Squeezes orange juice, creamy cheddar grits, and a Irish Benny with hashbrowns. Butter, you have my service for life!",food,125,4.5
AsGjKL991b6NHeDu_xE6TQ,Ut4nk4AzlMX62Hy2_rqIew,"Our famous Alligator, a Caramel Pecan Coffee Cake",food,49,4.5
As-H9l-8oVuHxKSYzNAnzQ,--9e1ONYQuAa-CB_Rrw7Tw,Delmonico's Bacon Cheeseburger on Brioche Roll with Sea Salt French Fries | $23,food,79,4.0
aSi0KuRPlP-dGbXXN61irA,gHGRzRa5qb577oWHAO7xew,Potato Chip Ice Cream Taste So Good With Coffee N' Toffee and Sprinkles,food,71,4.0
AS-jQqlizUTsrm93gB70ow,hfMeSEwGJBFfgTSHDssl3g,"Breakfast, lunch, coffee or smoothie, we have it all.",food,53,3.5
A_Sl10IwOeLx6uOZoO9TyQ,DymZ5vpm7vkSsR__-4sflw,butterfish takaki,food,17,4.0
asNmR2Q2diXw1JwqW-s1iA,2_8_ipfxCRtpXesLdBCqig,Pistachio brioche - not even close to baked goods in France,food,59,4.5
aSNWHZtKogxY4PYajtwn8g,cYwJA2A6I12KNkm2rtXd5g,Truffle burger,food,14,4.0
ASOfaC-rLwnb9uYvpH-PZg,xtktc6OTdtilAREgJH-P4g,Poutine and mac n cheese. Their poutine is some of the best in Montreal in my opinion. The gravy is to die for.,food,111,4.0
as_Oxm4j1bCfmRK3C8iJDQ,spCzs32TMQpRCJbJfArZng,2019 Swedish Easter Smorgasbord,food,31,3.5
aSpe4F7zJDPGJknD8ae8HQ,yfxDa8RFOvJPQh0rNtakHA,Duck and #64,food,12,3.5
ASs4YJqtdZVwUevxWtgijw,nLU-Dhs6ATughOfmBArpGw,McDonald's All Day Breakfast Menu Items,food,39,1.5
asscX5GrSs1EjmDbAGd_7g,pvCcrHFAGCml492qoQBsQg,Very very good pizza!,food,21,4.0
a_STcTu0NKSAxUZ-MQ8lUA,Ck6zHE15TuWTaNJ2YNawZA,Mango Popice,food,12,3.5
AsUbvzbnPCFGVMniRVfU9Q,4mYS-4UOjTKgsf0tX1_IkQ,Viet special Banh Mi,food,20,4.5
aSv-HiGUs41X-1oQC4Hp3w,aeXwUDNI4e7NRQpRpHN-Rw,C'Chocolat Crepe,food,16,4.0
AS_w4PE_ykJp3pAL8LG7Eg,ORqZyyZafJyZcgTGNrJ_oA,Lap Cheong and Seaweed Woofles with Matcha Soft Serve,food,53,4.0
As_WJrFp848gzwV3reEilA,yRvmDKX-Ocgd8zq_iMgujA,Flatbread Pizzas,food,16,4.0
ASxNHukopnReAyj0WtmrfA,EgrW38gqGcNH2tKdRd_XZQ,"Baked Stuffed Mushrooms w/ Escargot, Pinot Grigio Garlic Butter",food,63,3.0
AsYJ77oQZO-kqFoihQ0hOg,ibFdignja_hNpgCjDYP7Ug,#2 carnitas and chicken 1988 tacos with white rice and black beans,food,66,4.0
aSyo6lyHc4N3V8CRN9mFSA,nu5qpsddW1MIINqNPpKeKQ,Pork Belly Sandwich,food,19,4.0
aSZNi7m2hrbDPmljGkitdQ,K7lWdNUhCbcnEvI0NhGewg,"Moldy peeper, yucky",food,19,3.5
Asz-V4ilHesH0ONK8NKUMw,swX3Vj3dQsz1YlCRmwNQEQ,Join us in the V Lounge for Maine Lobster Tacos.,food,48,4.5
aSZxwdIq07qVdkdC3Fs2Xw,w9gr1-mA-7zBHPjPL87Nsg,NY sirloin,food,10,3.5
aT203TBx8RnAjCRS-bT0Yw,1a3Pkkwb7yB_vmxgKwmqXw,Butter lettuce wedge Tomato and piquillo soup,food,45,4.0
at3KJPOgNfnylzvfoXWdDw,27vF5LESbv4kFQfHZUDCnw,Smoked Pear tart,food,16,4.0
AT473gu7aVonTnibFFNYVQ,imDp2s4TANwV39FfYXTAEA,Ottoman salad tossed with lots of almond slivers and dried apricots.,food,68,4.5
at4aUGEOPZawZHRS1SElEg,pBwOqgpkaDmFUDYX8cbnNQ,"Torta Ahogada - Torta Sandwich filled with bean, avocado, pork, and smothered in a delicious red chili sauce...",food,111,4.5
At60BRhcnRr_nHVAC_ACnQ,_q0ci_oTC-QccjFKVc6CeA,Salted caramel GF donut!,food,24,4.5
At6EMd8ewCQC2YF9_aEgRA,2qjvYspb3bEmCaw1vmSk0g,"Tempura shrimp - not a traditional rendition, but this is my family's favorite! Love the spicy sauce it's coated in.",food,116,4.0
aT6tZe3DbVEbQeaiRvHlwA,PXS-ptzCqz26yG-mfqUWGA,India Masala,food,12,4.0
aT-7K906qp6x2VRUcLBaJQ,pSMK_FtULKiU-iuh7SMKwg,My BYO pizza for $12.75,food,23,4.5
aT9t_Sp9ms8oh1jrcC9O2A,cNx3qzQ55JXpjZEt4lc7Tg,Old fashion with vanilla ice cream and Oreo crumbs,food,50,4.0
AT9uR2z6FA6YyhQu-VejRA,tnvZOd2vNCLPQS1KEZxqog,Shu mai,food,7,4.5
atBre4dLcCvdwRF68fVGtA,tQ9BtMUHFr8rdpmjmayUcA,?? film of garbage floating in my bowl,food,38,3.5
atcCmDNTHNuJ-UmK2g6hqA,RMt0hIRsPZs2GLkD1dSMHQ,Gyoza. Delicious! $4.50,food,23,4.0
ATcWhWXBM1WuA91EnUomLQ,z2RiCl_iU-8bM4Lj1zNL8g,One delicious pound of turkey wrapped in bacon to go!,food,53,4.5
aTdn6ulDFntp0Eoa7CNa3Q,KR89_v-jKxf4_l8h8k4jyQ,My a dozen of donut,food,19,3.5
atelxROHM2eGhjhCQPLRVw,oEkOj9NXJFrjFn3NBB_jpA,N'Awlins Seafood Delight,food,24,3.5
atHRSpxgupqbP6dbOWH4bg,Hqs4YNST_ZHbshwyi4bnsQ,Garlic Rosemary Knots and Burrata Bruschetta,food,44,4.5
ATIGV8kns703GzE7F2gjiw,cyzOijFJ82cae6qH6L8vuw,Drunken noodles,food,15,4.5
atIMjkiKLf7ECBr3IchQNQ,6ANVuBMmpkXpFd5Hzkn4_Q,"Dan Dan noodles with egg noodle... so, so.",food,42,3.5
ATiS25yVm8dQnJjzK5v9ig,uwn8sfd0dLd1Vpn_E9zkmw,Fruit tart,food,10,4.0
ATk2FT2PSxqnkTZyzSE-4A,GA_Nx4xA3Z4pn9i5XKF1Wg,Tako Sunomono.,food,14,4.0
ATkchNH4rTnAXsA0OPLjmA,f5O7v_X_jCg2itqacRfxhg,Spicy ran tan tan,food,17,4.0
AtKHZ4YVD2glHu0vMV0Uag,sqRX-XLlhx4rs2c1TpBf8A,Kobe beef outside skirt with garlic.,food,36,4.5
atlEczsk3vOxRJnTzpBaKA,SnsZFsVf1tQvBCPmhe8gGw,Small pork bone soup in a hot pot,food,33,4.0
aTmgdmfcNK8rTjYKJ6uZrA,XxnQKE9jTD0bTE3LZ5NOtQ,Onion rings!,food,12,4.0
ATmI4J6whOJKyHGR9CkB4A,2O_b-IAAW7SoPt__RX1Kww,Fresh Bread  Mozzarella Garlic Bread,food,36,3.0
aTo7dLsQyqorcanastopEQ,YpoIDLyRGhgciExGAHRQcw,Migas - Brunch,food,14,4.0
Atp41FRug_0_sYT6ta5hBQ,GI1F8a__wktcfj6YVjTqAA,Century Egg and Pork Congee,food,27,4.5
atP6EK3cGk04yxazy_y8vw,6xgcHeLad-VaoTIQewK84A,Garbage Salad,food,13,4.0
aTppNUwUUUAWHL-huuAJqQ,olmCDBoMF-EhN8U2livBSg,My son's cake smash,food,19,4.0
atpwHhuSW8e0dbtLjfQlIA,nVAJZ6BJ9PPlxDXn976R6A,"Double double, shakes, classic fries",food,36,4.0
aTqkQj6RTfqo27G5lscCkQ,t5mTYSaFtxiDGWVVR_A6qg,Closeup of rice and beans,food,25,4.0
atqpJox-DAIP-4J2wXixFA,kZW2RJdmb8Ymm22pLscYvA,Jerk Chicken Poutine + Mike Tyson Burger + Ferrero Rocher Milkshake,food,67,3.5
AtqRZKvhK2gfKy-ivBRtvQ,yxJcVTwvHjuVtOKA3FCyYA,Chicken Souvlaki Dish,food,21,4.0
atRJbfQLejeNYSiM4Bay4A,rLyGCFULUSbLCt8J3U0_kA,Drunken chicken.,food,16,3.0
ATsu6rkCyPldzPh9JYqAfA,rcaPajgKOJC2vo_l3xa42A,Chilled Foie Grasserved with toasted baguette,food,46,4.0
ATTFnvkAcQGzR7Typka2Ag,MdjIl105vqCYUGKFSUVytA,Birthday meringue,food,17,3.5
ATTt201mpaeZPUbW_zoS3A,-ICGmF2qUVKdvOehVNgPbg,"bangus (milkfish), lumpia, sinigang",food,35,4.0
ATugS263cTOQp0JaYepb1A,VaKXUpmWTTWDKbpJ3aQdMw,Nom nom,food,7,3.5
atvcDxJNbf2i7YMjG2jxow,rXMfoViOF8kKuyBSF3Ls9w,Chicken fingers,food,15,3.0
atVVlMOhkRsawRFXTAgSWg,yg_A_TpYkJjr1fef0J6QkQ,Spicy tonkotsu ramen,food,20,4.0
aTVZFFy5iD2KU3znGQjdFA,s3AG8m6Pzq-vON729pf0gw,"Relax, have lunch at the bar!",food,29,3.5
ATWvOt0xibJBAtRxkE5TNA,8iVd6gMWKGGU9SL55B4vjg,Fried Ice Cream,food,15,4.5
aTx7j5tXgm3jnb50tBvpAw,IT_4EEIbv6Ox1jBRMyE7pg,Medium Rare Ribeye,food,18,4.5
aTXoi4V8pBjYqmC_qzJ9fQ,BYDs_o6U4CLxJec8k1Q90Q,PokeGuys large PG's Bowl.,food,25,4.0
aTyuwr4Q1uK1g2Q-0ONGxw,hDy-uY7Vy_TZdGBzw59lhA,Lunch combo,food,11,4.0
ATZjLSP_TX4T611tEE8h5g,JG9UpsFR6hrqQqsKh_RyaQ,Matcha soba noodles with Peach Don't Kill My Vibe,food,49,4.0
aU3IG1Gd3RT_6ImC1haTJw,y32M2Hkr7GsUqGG6KwOhZw,Tebasaki - Deep fried chicken wings w/ sweet soy vinegar & sesame,food,65,4.0
aU6H5Apfc3WdX9uE4I7StA,FvVSy2r7_zDEhZWqLgjXNQ,Potato Pancake and bagels,food,25,4.0
au7DyOC7tFz9LppM2nwz_Q,ZGaW5a7wxXxUgGTtbFqNxg,Gyro,food,4,4.0
aU8Lx7goygs1oQVlk216CQ,A-uZAD4zP3rRxb44WUGV5w,YELLOWTAIL YUZU SOY.,food,20,4.5
aU97LnNfqL6-pCaLa4Iclg,WuQZ5iesON7NWTDWgwWlbQ,Sweet egg yolk paste layer cake,food,31,3.0
AUeRXHRUxl5rGNFM5YbrGg,C1N64o06aM1ETOxDebhrbw,Falafel cooked until it became fossilized,food,41,3.5
AuHx-fN7jkF576_LhhBebg,gogO5RF4Rqz2THF1ATcCew,My Daughter's Birthday Dessert,food,30,4.0
aUIA1ZfafpMMUwpnRlchPQ,MQD3EvzB7C8zol6kBxBrSg,Loco moco,food,9,4.0
aUICyaFuDWpwAp8VOYprZw,6md5a6HzI8oKkBTaOecygg,Chocolate flourless cake,food,24,3.5
AuIdPpu9Yc2MOyGFB4XZSg,TeHB4-F_5Mwg1VE2Uzu0Ag,Fresh Bread  Garlic Bread,food,25,3.5
AUjequ78abINrEsUGgj_-A,RXaxKQJtExnRZX1inf8Nyg,Tuna Melt,food,9,3.5
AUKe5FanZzweoOYstobF8Q,tro-hrljuY1cUAVFYauTlQ,1st time here! Order the Animal Style on both burger & fries!,food,61,4.0
aULCscWzipnJoiHBU9l6zw,A-uZAD4zP3rRxb44WUGV5w,"Red snapper, trout, Botan ebi. Too yum!!",food,40,4.5
aULMp0qkowNrgpvHGooBUw,DkZuVzYuylBanEsWK7mNGw,Large sashimi platter! Best quality fish I've had!,food,50,4.0
AuLvc24W4rmRSgvMp7nKvA,uAAWlLdsoUf872F1FKiX1A,"these cookie sandwiches are life changing. thank you, nina.",food,59,4.0
AUmcQQfWm_fHfN1gRPQnMw,adU58x75VWjbsyFdoO_m3w,Thai lettuce wrap! You must order this! Fantastic appetizer!,food,60,3.0
AuNiw3b4W8hWgW89tj1Uqw,dQj5DLZjeDK3KFysh1SYOQ,Pierogies and Baba Jaga sandwich at bottom.  Tartines and Special Sandwich in the middle.  Kluski slaskie at the very top.,food,122,4.5
aunj1tq-mRG0Entb4vhbcg,pmoIMK8zGWvKsVOPDBYfzg,"PAN SEARED TOFU tomato relish, caramelized fennel",food,49,4.5
auP_gkvQKzffO6jWTIU7Yg,stK7zVTmMar1ThpzT0Wjvg,Lobster claw meat mixed with tobiko and spicy sauce for outstanding sushi,food,73,4.5
aUPHRllanxglFdBMvZtsGQ,lZ8T7NFAo1JGAAopTV_OTQ,Burrito Mexicano,food,16,3.5
AUPooLG-FWkMlwdvp73DQA,i8G0Zh_yUb8zj7CG_Op63w,"OMG, the Match Madness Waffle Stick Dessert.. insanely good",food,59,4.0
aUqVYZX1aQ7u4q4kP0ksyQ,mssvR3i_dbcM079wahykLw,stacked,food,7,4.5
auRSpWMvqK6qSZaSwmNQ9g,E_eZJP4DEj2euBT0VuO2tQ,McDonald's Artisan Grilled Chicken Sandwich Extra Value Meal,food,60,1.5
autdOBaRXTgbmI-KLYPLpg,sOYsxYYFl03PhHmz_rBDZQ,creamy pesto pasta.,food,19,4.0
auVE0Q5hTxDXFtT4yxqE4w,XuZ9pksVQBIpmVQm6UO2YQ,"Introducing our green dragon roll! Made with mock shrimp and crab, topped with avocado and sauce, the flavors will blow you away!",food,129,4.0
A-uwbf9Nvrgg2OnY_6rH6A,u0YYkO2CeD3JFCkR1wSMog,"Cappuccino, cinnamon spice",food,26,4.0
AUWj2PU5freoaG8fpJp7mg,JPWg9acsCv_om9UFYGMJbA,Always safe to bring new friends here without disappointment. Frequently have pre-fix dinner promotion,food,102,4.0
auWn3-PNcl-vabuYexHcCQ,AWaxaKm_YgTkxbW8kjsmdg,Southern Sides,food,14,4.0
AuX9rqVi03IgOWrsluf0qQ,eaNenRk_liZBERFFLCXqqQ,Spicy beef,food,10,4.5
AUxarh7gRXnJrdCv7Mfkuw,70umoFq_Wa24Nr78UOsilQ,Ono Hawaiian BBQ - Island Fire Chicken,food,38,3.0
auxJ5CuzNfIoug01RK8xjA,siuAD-vFRYAjozc332wq3g,Market Select Oysters,food,21,4.5
aUY_CDzHgmpXk-MtLtnXHw,GfoCqO0yYiXxTjkyDvSeSw,Prime Steamed Burger. Prime Beef Burger Patties Steamed Over Chopped Onions & Fast Food Pickles.,food,96,3.5
auZH6z4MxdH9rsMMibQF0A,NQXuoB9JTPUItHvouMgWjQ,Seitan Soft Tacos & nachos /salsa,food,33,4.5
aUZmkB28ohyM_GSBmcFbaQ,AyamCmzsGAVluH8MDQsJbA,The torpedo hoagie 5 out of 5 stars! !!!!,food,41,4.0
aV06LIMmW07YVZ6DiHGZxQ,5JNvfPfd6mcpwNoekzqBow,Can't complain about too much rice.,food,35,4.0
aV6MFWG7uBKFXpO84XcO8A,rqLksDzegxNXMWwZk3eZnQ,chicken tikka masala,food,20,4.0
AV6qLWqQKX1x_zPNgd1lLw,5U2tTspAnSBBtaO-UDWcKg,Mexican,food,7,4.0
Av8pgcHOtFQnjozS1uLN3Q,znH36RmIAI4wcHy9WiEO5Q,Pork chops with polenta & mushrooms!,food,36,4.5
av9BWeJV1qEMUMVDeLH73Q,SPj8L5VMep_OhkoNz-WLQg,Seafood,food,7,3.5
AVbpJuUM9R20ZuyEOnQAMg,VXUQk-aRtFh1IExLqwtMrA,Cobb Salad,food,10,3.0
AVbX4CGOULx9ap9Xmoy2xw,478TIlfHXfT3wvww54QsPg,Creme Caramel with Whipped Cream and Strawberries $12,food,53,3.5
AVCHSTKNRL3kLygyswucwg,sqRX-XLlhx4rs2c1TpBf8A,"Bluefin Fatty Tuna...melt in your mouth, gorgeous pieces of perfection",food,70,4.5
avCM-UwESGa3cf7AxM9Vuw,a39B-BfbCipNkNH7vwCfug,E2. Pig Ear,food,11,4.0
aVCY8mJ43yVqiNw-LNZ7wg,KyzPvdGPb2ubVlXJrS2QPA,Bottom of personal-size pizza with pepperoni,food,44,4.0
AVd-5yweIUNAVrpxMBpTbg,MWvfffAggIKAV8pBfi-Gyw,"2 for 1 Lobster $47, Dry Fried Ginger Scallion. Yum!",food,52,3.5
avdFPHlDcpN_TljKHNjWQQ,ku9ak9cQnIGBCXBtRd61tQ,Nom Nom Nom,food,11,4.0
avDtdaJSJgtRNkZ-IHFA7g,XOkqRJBS6HwTVlrCACAZFw,Pad Thai,food,8,3.5
aVFYhPIOXfCc_nQR9r7ccw,sMzNLdhJZGzYirIWt-fMAg,"Vegetarian meatballs with Buffalo sauce, amazingly good! All about the sauce",food,76,4.0
aVGmf7TrM3X_zWrzLxmfbQ,NXT94mdw1KWadc3q0u0KYg,Some desserts.,food,14,4.0
AVGzSqGMW_UjC9jyY810sw,QJatAcxYgK1Zp9BRZMAx7g,Actually I like IN N OUT better~,food,32,4.0
avh6q913yJhffHrb3RLn7g,iRp9FbqnGnJJOphNWCqQAg,Chicken Pad Thai,food,16,3.5
aViGa-sk9s2pMab4c11iXw,kKY726bQREexYHHNLK1H7g,"Chicken waffles, eggs Benedict, Nutella Crepe, and breakfast poutine. Highly recommend sharing!",food,95,4.0
aVjJIzq2wnxVn-h4PNVOsA,faPVqws-x-5k2CQKDNtHxw,"Bacon Butterscotch Cake - Pecan Filling, Bourbon Ice Cream, Butterscotch Sauce",food,78,4.5
avkOXAwxpfIngsylbxl6aQ,wkKlpSx3OcoGJiv7p8VZzw,"07/17/19 Sparrow + Wolf: Swordfish Aguachiles, Fennel, Pineapple, Toasted Sesame, Chips",food,87,4.5
AvLeXiK08U6QeF8HxIAJYA,48ka6XH8WWANuHwqL2mZUA,Vanilla Oreo donut at Rainbow donuts Cafe-7th Street,food,52,4.0
AvN_-jRKG7E3PFn2DC9rOA,Mul_BVwcnhqmp2h_7QFepQ,Dessert,food,7,4.0
avNL1TuroAPhghSB-qGuNA,dJF4C707KVhFx1qcRJhlEA,"Adobada Torta ($7.39): Braised Pork, Cheese, Cabbage, Lettuce, Tomato, Onion, Cilantro & Secret Sauce. AWESOME!  Great bread!",food,125,4.0
_AVNXGy0L7sBAqESgBpXnQ,410NJLoLryd-vYNwRA58pw,Lo bak goh,food,10,3.0
AvOFZ_oZ1lhuE0CcoQQBUg,x4aHNNo1osWNCB75q_PijQ,Carpaccio d'Ananas,food,18,4.0
avoHO1hoM2mV0FS8H7zBeA,rO3lZpVSoRMhhd0AEJBjlg,Shrimp dumplings,food,16,3.5
AVOlhjDLwwCgS7JyWRbt2g,eSlmVbicgkhtD9niSuReJw,Tiramisu Cheesecake to celebrate her Sweet 16,food,45,3.5
avOpisY-W0Eo6pynwzM7OQ,LaxkCNsvk1VsVuoSr5GVMw,Toasted Taco,food,12,4.5
AvPzhCLahIvBIIgwyi0iuw,htVvtLIFftBLqzRISjReDw,Mango key lime cheesecake,food,25,3.0
Av-QCQl5Pq0But0cUBPtvw,wl0QZqAzr1DelslQ02JGCQ,Apple Pasty & Peanut Butter Pasty,food,33,4.5
a-VqmSx4l63152kbaUdWHg,_0x7W6fizaPP76xNBxBLAQ,Flame grilled chicken & original Greek salad. One thousand stars. Flavor knockout.,food,82,4.0
AVSOmXWwACTdrCUVj2-Kvg,rO9X1ge-xQZInuy5HYIOIA,Sichuan chilled chicken,food,23,3.5
AVT_oikiL1FOgUTcjmnRAw,WF2DG7R_a0EflFqWIxzUXQ,Sonic is a great place to always get a quality hot dog. Depending on what time and the amount of customers dictate the quality,food,126,2.0
AVVVhKIAlc6RMmxvyD-OQA,XM2qN3PiQbfSYo6zmHgSlQ,New jersey pizza,food,16,3.5
aVxRZw4-l8IRMlK3MqGroQ,EgAuMs5nY-NpvljxF2n-Uw,Pad See Ew (Beef),food,17,4.5
AvXvNk6fSi-5PbY_V5RSbA,gUzIoYu0z3e0iwm4fRiD4A,Oatmeal (vegan) - new menu item coming soon,food,43,4.0
aVXVXXiZxInm17gYl3pr5A,aKEEQqL1UFMieilnylI1gw,"Risotto Sardo: Sardinian red mullet, bottarga, risotto with mussels",food,67,3.5
aVy5jmhWlMXx6s_ltagPrA,VqT-IURXmVS_fVRLTKxTFQ,Banana split,food,12,4.0
avyjVOY7ZBpcqq-sJUNCZg,DRu7tyKLgvN_7c1tdZq5rA,@endoedibles on Instagram 11/18/17 Donutella,food,44,3.0
avyVo-RJDzUFDrA6OH7uCw,Os1n1_idfw9vv9kwULGJnQ,Kimchi soup with pork belly,food,27,4.5
aVZ8HerTDNktvx245df_Qg,Ku3ATIQunBSCP6_j6yOKFA,Jammy Sliders,food,13,4.5
avZH1IHBp7IJLxEL3tAU-Q,PJPO9AYkt__t4kSWdSWnfw,Hangover Burger with Side Salad.,food,32,3.5
AW19d3XuoHNWLxetEPy3pg,s0vNtuLs1cwEqHTXKiS05w,Bacon & Eggs ($8.95): Choice of Potatoes & Pancakes. Solid breakfast!,food,69,4.0
aw1KUBo9Sz0sjugYrFv0Fw,33Tr0eRki1Yamzleu4GMdw,2/16/18 Rosallie - Nutella Almond Croissant (interior),food,54,4.5
-aw4sWGpaHDUeYrQ3-r-gw,82mWTnfbGDE1jJ2NDMxfNw,Avocado Hummus Tostada,food,22,4.0
A_W6vigzF6VP93aKEhwXbw,N2ivX3trBs1YN7H3LYTe1Q,Kimchi stew,food,11,4.5
Aw7G2F0CVvRHsn66CNCksA,SJo_IjvzdRtCvZVN0cbrRQ,Corned Beef Hash w/eggs & croissant,food,35,4.5
AW9Zm_iqxzQrbgVd8tuqew,kOFDVcnj-8fd3doIpCQ06A,Mrs. Biederhofs Blueberry Pancakes,food,34,4.0
AwaEhE47zFQFvXUP7d-MaQ,oxig-TT9V2QttAvRqa5WNA,Classic Nachos,food,14,2.5
Awb53ecKvl5uacvNGBdXZg,0i9S0BejjRv0ZDwdO9XymA,Pad Cashew.,food,11,4.5
awbOgGHrGzuTrEOGWNfUcg,XvOzizKafffkMuk-tIdNcQ,Over 50 omellette flavors for you!,food,34,4.0
AWC4FNiQwi9Q67A-R_PPEg,IWN2heYitkg-D4UdqfxcMA,Chicken & Waffles,food,17,4.0
aWCoCKLCYuxbkzT4-srgIg,TuWw6Om50yA5jSXm7dma3g,Best slices in town!,food,20,4.5
Awd7Zo5Hjk1KhZV-SjTdww,_-WucYJEk7fSWPrcS9kiSg,All Day Breakfast,food,17,3.0
awe9WngzS1XrYoWq1UAuWA,RESDUcs7fIiihp38-d6_6g,Steamed dungeness also available at the Italian station,food,55,4.0
aWEAC0VIVbMRcy_yCzpHSg,9ot8oInkYZTt6wkkGe__vQ,"Mille-Feuille, my choice of summerlicious desert, yummy~",food,56,4.0
-AWEc2G8FwkZxx2vUArjBw,1BrIPwRhJHOp6yBwjoRtgg,"""Pumpkin Chiffon"" @ Pink Box Doughnuts - 10/31/14",food,49,4.0
awEDJLMEljMFeW-KmUHW8g,NYoSzQnJX2vBOT2278UcMA,o Assorted Dim Sum,food,18,4.0
AWEjS31PzCAAXTlZaNkTJw,vraKC3CB9KSDCxYX0q3gWA,Japanese Spicy Lime Noodles,food,27,3.0
AWemVdFgLRPiIZH10eML9g,XMC8dNXGhenlAM9vCH31Kg,Milk and Cereal Gelato on Original Puffle Cone ($7.99),food,54,4.0
aWesWQ_7RxQG54Qd41Afyg,K2PHx0JgNuZh7b89gm2zpA,Velvet Rabbit (white rabbit candy smoothie with red velvet cake) - Sip & Chill,food,78,3.5
awfErFAW8Jym90axxRktZA,h7vh4Ai3-W4e1sMKhJUNQw,poor man's stew 12.95/19.95,food,27,4.5
